"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
181557,2018,1.5013698630137,"Careers",78800,52485.401459854,"United States of America","Experimental Medicine",4,2.66423357664233,2,1.33211678832117,23,11.5
182471,2018,4,"Projects",632000,158000,"Switzerland","Clinical Medicine",42,10.5,110,27.5,1447,13.1545454545455
183915,2018,1.16712328767123,"Careers",81500,69829.8122065728,"United States of America","Experimental Medicine",18,15.4225352112676,11,9.424882629108,647,58.8181818181818
181707,2018,1.4958904109589,"Careers",78550,52510.5311355311,"United States of America","Experimental Medicine",4,2.67399267399268,1,0.66849816849817,23,23
180841,2018,1.5013698630137,"Careers",85329,56834.0967153285,"United States of America","Basic Medical Sciences",25,16.6514598540146,3,1.99817518248175,40,13.3333333333333
179532,2018,3.33424657534247,"Projects",529000,158656.532456861,"Switzerland","Preventive Medicine",2,0.599835661462612,1,0.299917830731306,2,2
181037,2018,2.24657534246575,"Careers",756625,336790.396341463,"Switzerland","Experimental Medicine",18,8.01219512195123,8,3.5609756097561,56,7
181061,2018,2,"Careers",158111,79055.5,"United States of America","Basic Medical Sciences",4,2,1,0.5,7,7
183447,2018,3.41095890410959,"Programmes",337060,98816.7871485944,"Switzerland","Social Medicine",8,2.34538152610442,5,1.46586345381526,7,1.4
179404,2018,4.25205479452055,"Projects",714165,167957.619201031,"Switzerland","Clinical Medicine",48,11.2886597938144,45,10.583118556701,495,11
180055,2018,4,"Careers",997168,249292,"Switzerland","Clinical Medicine",1,0.25,16,4,85,5.3125
179059,2018,1.75068493150685,"Careers",518060,295918.466353678,"Switzerland","Experimental Medicine",4,2.2848200312989,8,4.56964006259781,411,51.375
179438,2018,4.41917808219178,"Projects",417720,94524.3645381277,"Switzerland","Clinical Medicine",34,7.69373837569746,4,0.905145691258525,7,1.75
190179,2019,1.24383561643836,"Projects",92800,74607.9295154185,"Switzerland","Basic Medical Sciences",0,0,1,0.803964757709249,21,21
186728,2019,1.66575342465753,"Careers",85500,51328.125,"United States of America","Experimental Medicine",0,0,10,6.00328947368423,239,23.9
187658,2019,2.08493150684932,"Careers",95833,45964.579500657,"Germany","Clinical Medicine",4,1.9185282522996,7,3.3574244415243,50,7.14285714285714
188736,2019,1,"Projects",184469,184469,"Switzerland","Basic Medical Sciences",0,0,1,1,5,5
190073,2019,0.997260273972603,"Careers",407166,408284.587912088,"Switzerland","Experimental Medicine",0,0,2,2.00549450549451,15,7.5
188355,2019,0.249315068493151,"Science communication",12300,49335.1648351648,"Switzerland","Clinical Medicine",3,12.032967032967,8,32.087912087912,188,23.5
192840,2019,0.246575342465753,"Science communication",7700,31227.7777777778,"Switzerland","Clinical Medicine",1,4.05555555555556,1,4.05555555555556,116,116
185214,2019,4,"Projects",1128960,282240,"Switzerland","Basic Medical Sciences",20,5,2,0.5,83,41.5
190605,2019,1.32876712328767,"Projects",99760,75077.1134020619,"Switzerland","Basic Medical Sciences",0,0,2,1.50515463917526,32,16
186739,2019,2.08493150684932,"Careers",176825,84810.9395532194,"United States of America","Experimental Medicine",2,0.959264126149801,4,1.9185282522996,50,12.5
189926,2019,0.334246575342466,"Science communication",13500,40389.3442622951,"Switzerland","Basic Medical Sciences",3,8.97540983606557,1,2.99180327868852,2,2
191081,2019,1.74794520547945,"Careers",91400,52289.9686520376,"Netherlands","Experimental Medicine",0,0,1,0.572100313479625,18,18
187883,2019,1.08219178082192,"Programmes",129004,119206.227848101,NA,"Preventive Medicine",1,0.924050632911391,1,0.924050632911391,108,108
190084,2019,2.5013698630137,"Careers",711006,284246.648411829,"Switzerland","Clinical Medicine",35,13.9923329682366,9,3.59802847754655,43,4.77777777777778
191584,2019,1.57808219178082,"Careers",113975,72223.7413194445,"United States of America","Clinical Medicine",12,7.60416666666668,13,8.23784722222223,116,8.92307692307692
191032,2019,1.5013698630137,"Careers",71000,47290.1459854015,"Austria","Basic Medical Sciences",2,1.33211678832117,6,3.9963503649635,42,7
186741,2019,1.4958904109589,"Careers",126750,84732.1428571429,"Canada","Basic Medical Sciences",5,3.34249084249085,12,8.02197802197804,959,79.9166666666667
185374,2019,3,"Projects",697015,232338.333333333,"Switzerland","Experimental Medicine",3,1,17,5.66666666666667,948,55.7647058823529
191255,2019,1.66575342465753,"Careers",94200,56550.9868421053,"United States of America","Basic Medical Sciences",14,8.40460526315792,2,1.20065789473685,10,5
191026,2019,2,"Careers",175200,87600,"United States of America","Basic Medical Sciences",2,1,2,1,24,12
191740,2019,1.4958904109589,"Careers",71200,47597.0695970696,"Austria","Basic Medical Sciences",2,1.33699633699634,5,3.34249084249085,49,9.8
184756,2019,4,"Projects",509094,127273.5,"Switzerland","Basic Medical Sciences",10,2.5,9,2.25,42,4.66666666666667
190185,2019,1.16438356164384,"Projects",108267,92982.2470588235,"Switzerland","Basic Medical Sciences",0,0,2,1.71764705882352,11,5.5
186763,2019,2.16712328767123,"Careers",167300,77199.1150442478,"United States of America","Experimental Medicine",0,0,1,0.461441213653604,5,5
191780,2019,1.4958904109589,"Careers",74350,49702.8388278388,"Belgium","Basic Medical Sciences",9,6.01648351648353,10,6.6849816849817,68,6.8
191063,2019,1.9972602739726,"Careers",164400,82312.7572016461,"Germany","Experimental Medicine",19,9.5130315500686,1,0.500685871056242,13,13
188027,2019,1.4958904109589,"Careers",69950,46761.4468864469,"United States of America","Basic Medical Sciences",4,2.67399267399268,2,1.33699633699634,59,29.5
185023,2019,3,"Projects",530269,176756.333333333,"Switzerland","Preventive Medicine",5,1.66666666666667,4,1.33333333333333,6,1.5
189698,2019,3,"Infrastructure",420862,140287.333333333,"Switzerland","Experimental Medicine",17,5.66666666666667,9,3,363,40.3333333333333
191802,2019,1.5013698630137,"Careers",76700,51086.6788321168,"United States of America","Basic Medical Sciences",7,4.66240875912408,1,0.666058394160583,3,3
191742,2019,1.49315068493151,"Careers",75050,50262.8440366972,"United States of America","Clinical Medicine",4,2.6788990825688,3,2.0091743119266,2,0.666666666666667
190624,2019,1.24657534246575,"Projects",115385,92561.5934065934,"Switzerland","Clinical Medicine",3,2.40659340659341,1,0.802197802197804,2,2
193623,2019,0.164383561643836,"Science communication",3400,20683.3333333333,"Switzerland","Basic Medical Sciences",5,30.4166666666666,4,24.3333333333333,33,8.25
186627,2019,0.249315068493151,"Science communication",14200,56956.043956044,"Switzerland","Preventive Medicine",7,28.076923076923,2,8.02197802197801,17,8.5
191891,2019,1.4986301369863,"Careers",77500,51713.8939670932,"United States of America","Preventive Medicine",0,0,4,2.6691042047532,46,11.5
190883,2019,1,"Projects",99880,99880,"Switzerland","Basic Medical Sciences",2,2,1,1,12,12
190566,2019,2,"Projects",116667,58333.5,"Canada","Preventive Medicine",3,1.5,2,1,1,0.5
190435,2019,2.08493150684932,"Projects",1e+05,47963.2063074901,"Switzerland","Experimental Medicine",1,0.4796320630749,1,0.4796320630749,7,7
186321,2019,2,"Programmes",207123,103561.5,NA,"Clinical Medicine",4,2,1,0.5,1,1
185155,2019,3.5041095890411,"Projects",441000,125852.228303362,"Switzerland","Experimental Medicine",0,0,4,1.14151681000782,3,0.75
191836,2019,1.49315068493151,"Careers",94400,63222.0183486239,"United States of America","Basic Medical Sciences",3,2.0091743119266,6,4.0183486238532,47,7.83333333333333
185728,2019,3,"Careers",656980,218993.333333333,"Switzerland","Basic Medical Sciences",0,0,5,1.66666666666667,303,60.6
191076,2019,1.66575342465753,"Careers",88500,53129.1118421053,"United States of America","Basic Medical Sciences",3,1.80098684210527,2,1.20065789473685,34,17
190781,2019,2.4958904109589,"Projects",95274,38172.3490669594,"Switzerland","Preventive Medicine",0,0,2,0.801317233809002,5,2.5
184662,2019,4,"Projects",846720,211680,"Switzerland","Experimental Medicine",22,5.5,34,8.5,231,6.79411764705882
184712,2019,4,"Projects",1112961,278240.25,"Switzerland","Experimental Medicine",0,0,6,1.5,66,11
184918,2019,3.75342465753425,"Projects",399454,106423.875912409,"Switzerland","Clinical Medicine",27,7.1934306569343,11,2.93065693430657,50,4.54545454545455
188801,2019,2.9972602739726,"Projects",474000,158144.424131627,"Switzerland","Basic Medical Sciences",55,18.3500914076783,29,9.67550274223036,278,9.58620689655172
184668,2019,3,"Projects",441000,147000,"Switzerland","Basic Medical Sciences",0,0,3,1,51,17
185185,2019,4,"Projects",856257,214064.25,"Switzerland","Experimental Medicine",23,5.75,6,1.5,69,11.5
187637,2019,1.4986301369863,"Careers",87670,58500.0914076783,"Sweden","Preventive Medicine",6,4.0036563071298,3,2.0018281535649,14,4.66666666666667
190550,2019,1.5013698630137,"Projects",99805,66475.9580291971,"Switzerland","Experimental Medicine",0,0,6,3.9963503649635,11,1.83333333333333
191273,2019,1.9972602739726,"Careers",185537,92895.7544581619,"Canada","Preventive Medicine",1,0.500685871056242,3,1.50205761316873,14,4.66666666666667
188074,2019,0.665753424657534,"Careers",105050,157791.152263374,"Great Britain and Northern Ireland","Experimental Medicine",0,0,1,1.50205761316872,3,3
184688,2019,4,"Projects",480480,120120,"Switzerland","Experimental Medicine",0,0,8,2,52,6.5
190697,2019,1.24383561643836,"Projects",1e+05,80396.4757709251,"Switzerland","Clinical Medicine",0,0,1,0.803964757709249,12,12
188183,2019,1.57808219178082,"Careers",95134,60284.5659722222,"Great Britain and Northern Ireland","Experimental Medicine",2,1.26736111111111,1,0.633680555555556,4,4
188044,2019,1.33424657534247,"Careers",84400,63256.6735112936,"Great Britain and Northern Ireland","Experimental Medicine",2,1.49897330595482,1,0.74948665297741,44,44
190329,2019,1.24657534246575,"Projects",41600,33371.4285714286,"Switzerland","Preventive Medicine",5,4.01098901098902,1,0.802197802197804,2,2
185392,2019,2.75616438356164,"Projects",634278,230130.685884692,"Switzerland","Experimental Medicine",0,0,8,2.90258449304175,254,31.75
186616,2019,0.249315068493151,"Science communication",7600,30483.5164835165,"Switzerland","Basic Medical Sciences",2,8.02197802197801,1,4.01098901098901,3,3
185371,2019,3,"Projects",771612,257204,"Switzerland","Experimental Medicine",3,1,8,2.66666666666667,133,16.625
191230,2019,3,"Careers",189900,63300,"Switzerland","Experimental Medicine",2,0.666666666666667,7,2.33333333333333,545,77.8571428571429
185300,2019,2,"Projects",249068,124534,"Switzerland","Clinical Medicine",10,5,2,1,4,2
184753,2019,4,"Projects",704666,176166.5,"Switzerland","Experimental Medicine",0,0,3,0.75,14,4.66666666666667
188514,2019,0.164383561643836,"Science communication",7200,43800,"Switzerland","Basic Medical Sciences",1,6.08333333333332,1,6.08333333333332,3,3
190077,2019,1.9972602739726,"Careers",798597,399846.234567901,"Switzerland","Experimental Medicine",0,0,1,0.500685871056242,5,5
191800,2019,1.4958904109589,"Careers",81800,54683.1501831502,"Australia","Experimental Medicine",8,5.34798534798536,2,1.33699633699634,62,31
188153,2019,1.4958904109589,"Careers",75400,50404.7619047619,"France","Clinical Medicine",0,0,4,2.67399267399268,131,32.75
190484,2019,1.24657534246575,"Projects",96400,77331.8681318681,"Switzerland","Experimental Medicine",0,0,1,0.802197802197804,50,50
189780,2019,2,"Infrastructure",358318,179159,"Switzerland","Experimental Medicine",1,0.5,1,0.5,14,14
185003,2019,3,"Projects",360360,120120,"Switzerland","Clinical Medicine",4,1.33333333333333,3,1,5,1.66666666666667
189490,2019,1.16164383561644,"Careers",211526,182091.95754717,"Switzerland","Experimental Medicine",5,4.30424528301886,2,1.72169811320754,15,7.5
187728,2019,1.66575342465753,"Careers",106350,63844.9835526316,"China","Clinical Medicine",11,6.60361842105265,2,1.20065789473685,175,87.5
191446,2019,1.32876712328767,"Careers",71000,53432.9896907217,"Great Britain and Northern Ireland","Clinical Medicine",2,1.50515463917526,3,2.25773195876289,99,33
188140,2019,1.58082191780822,"Careers",148709,94070.6845753899,"United States of America","Basic Medical Sciences",3,1.89774696707106,3,1.89774696707106,30,10
191292,2019,1.66575342465753,"Careers",115533,69357.8042763158,"Australia","Basic Medical Sciences",0,0,1,0.600328947368423,23,23
188842,2019,2,"Projects",150700,75350,"Switzerland","Clinical Medicine",1,0.5,2,1,21,10.5
191224,2019,2.33424657534247,"Careers",146692,62843.4037558685,"Switzerland","Experimental Medicine",17,7.28286384976525,9,3.85563380281689,172,19.1111111111111
191043,2019,1.9972602739726,"Careers",131600,65890.2606310014,"Denmark","Clinical Medicine",0,0,2,1.00137174211248,10,5
187200,2019,2,"Careers",868268,434134,"Switzerland","Experimental Medicine",1,0.5,4,2,144,36
189720,2019,1,"Infrastructure",375000,375000,"Switzerland","Experimental Medicine",3,3,1,1,38,38
186708,2019,1.66575342465753,"Careers",114750,68887.7467105263,"United States of America","Clinical Medicine",0,0,6,3.60197368421054,211,35.1666666666667
190926,2019,1.83561643835616,"Projects",95449,51998.3358208955,"Switzerland","Clinical Medicine",1,0.544776119402986,1,0.544776119402986,1,1
191037,2019,1.74794520547945,"Careers",97600,55836.9905956113,"Canada","Clinical Medicine",2,1.14420062695925,50,28.6050156739812,252,5.04
187153,2019,1.9972602739726,"Programmes",848176,424669.739368999,"Switzerland","Clinical Medicine",10,5.00685871056242,3,1.50205761316873,67,22.3333333333333
190490,2019,1.4958904109589,"Projects",95801,64042.793040293,"Switzerland","Preventive Medicine",8,5.34798534798536,4,2.67399267399268,17,4.25
184720,2019,3,"Projects",329288,109762.666666667,"Switzerland","Experimental Medicine",0,0,11,3.66666666666667,373,33.9090909090909
186740,2019,0.997260273972603,"Careers",107200,107494.505494505,"United States of America","Experimental Medicine",2,2.00549450549451,3,3.00824175824176,88,29.3333333333333
185375,2019,1.5013698630137,"Projects",444761,296236.797445255,"Switzerland","Experimental Medicine",0,0,5,3.33029197080292,90,18
185219,2019,3,"Projects",491408,163802.666666667,"Switzerland","Basic Medical Sciences",0,0,1,0.333333333333333,5,5
187684,2019,1.66301369863014,"Careers",86100,51773.4761120264,"United States of America","Basic Medical Sciences",2,1.20263591433278,1,0.601317957166391,14,14
188162,2019,1.66575342465753,"Careers",94250,56581.0032894737,"United States of America","Preventive Medicine",5,3.00164473684211,1,0.600328947368423,5,5
182872,2019,2,"Projects",2e+05,1e+05,"Switzerland","Basic Medical Sciences",7,3.5,1,0.5,24,24
187186,2019,2,"Careers",623338,311669,"Switzerland","Experimental Medicine",7,3.5,10,5,98,9.8
190817,2019,1.41095890410959,"Projects",98231,69620.0291262136,"Switzerland","Clinical Medicine",1,0.708737864077669,1,0.708737864077669,1,1
191755,2019,1.49315068493151,"Careers",137930,92375.1376146789,"United States of America","Clinical Medicine",2,1.3394495412844,3,2.0091743119266,17,5.66666666666667
191798,2019,1.49315068493151,"Careers",140350,93995.871559633,"Norway","Preventive Medicine",12,8.0366972477064,6,4.0183486238532,7,1.16666666666667
185382,2019,2,"Projects",590367,295183.5,"Switzerland","Experimental Medicine",0,0,4,2,313,78.25
191718,2019,1.4986301369863,"Careers",93050,62090.0365630713,"United States of America","Basic Medical Sciences",1,0.6672760511883,7,4.6709323583181,116,16.5714285714286
191077,2019,2,"Careers",135400,67700,"United States of America","Experimental Medicine",0,0,2,1,88,44
186723,2019,2.33150684931507,"Careers",148567,63721.4512338425,"Germany","Social Medicine",11,4.71797884841363,3,1.28672150411281,17,5.66666666666667
185123,2019,4,"Projects",588000,147000,"Switzerland","Basic Medical Sciences",17,4.25,4,1,24,6
188501,2019,1.57808219178082,"Projects",592875,375693.359375,"Switzerland","Clinical Medicine",0,0,2,1.26736111111111,4,2
189779,2019,1.9972602739726,"Infrastructure",477804,239229.711934156,"Switzerland","Clinical Medicine",3,1.50205761316873,1,0.500685871056242,3,3
187739,2019,1.58082191780822,"Careers",108483,68624.4280762565,"Australia","Basic Medical Sciences",4,2.53032928942807,2,1.26516464471404,28,14
191220,2019,3,"Careers",189900,63300,"Switzerland","Experimental Medicine",21,7,10,3.33333333333333,492,49.2
188323,2019,1.4958904109589,"Careers",76500,51140.1098901099,"United States of America","Clinical Medicine",1,0.66849816849817,1,0.66849816849817,13,13
187201,2019,2,"Careers",795680,397840,"Switzerland","Basic Medical Sciences",0,0,2,1,95,47.5
184757,2019,4,"Projects",588000,147000,"Switzerland","Experimental Medicine",22,5.5,22,5.5,268,12.1818181818182
189110,2019,3,"Projects",374828,124942.666666667,"Switzerland","Basic Medical Sciences",0,0,4,1.33333333333333,15,3.75
186757,2019,1.5041095890411,"Careers",76500,50860.6557377049,"United States of America","Basic Medical Sciences",3,1.99453551912568,2,1.32969034608379,16,8
