"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
164484,2015,1.9972602739726,"Careers",205196,102738.737997257,"Switzerland","Experimental Medicine",10,5.00685871056242,3,1.50205761316873,68,22.6666666666667
164447,2015,2.66301369863014,"Careers",251834,94567.2942386831,"Switzerland","Experimental Medicine",6,2.25308641975308,6,2.25308641975308,362,60.3333333333333
162548,2015,3.4958904109589,"Projects",525000,150176.332288401,"Switzerland","Experimental Medicine",13,3.71865203761756,11,3.14655172413793,371,33.7272727272727
161098,2015,1,"Careers",51400,51400,"United States of America","Experimental Medicine",1,1,1,1,17,17
162579,2015,3.16712328767123,"Projects",629740,198836.591695502,"Switzerland","Basic Medical Sciences",32,10.1038062283737,19,5.99913494809689,1223,64.3684210526316
160738,2015,3.4958904109589,"Programmes",2397291,685745.46630094,"Switzerland","Clinical Medicine",54,15.4467084639499,40,11.4420062695925,538,13.45
159586,2015,3.33424657534247,"Projects",496104,148790.435497124,"Switzerland","Experimental Medicine",1,0.299917830731306,2,0.599835661462612,39,19.5
163348,2015,4,"Projects",460838,115209.5,"Switzerland","Clinical Medicine",11,2.75,7,1.75,76,10.8571428571429
166815,2015,5,"Programmes",1618890,323778,"Switzerland","Basic Medical Sciences",14,2.8,7,1.4,199,28.4285714285714
161965,2015,1.4958904109589,"Careers",114598,76608.5531135531,"United States of America","Clinical Medicine",1,0.66849816849817,2,1.33699633699634,54,27
163407,2015,4,"Projects",327000,81750,"Switzerland","Experimental Medicine",13,3.25,1,0.25,8,8
161675,2015,1.4958904109589,"Careers",74528,49821.8315018315,"United States of America","Basic Medical Sciences",0,0,1,0.66849816849817,54,54
163205,2015,4.4958904109589,"Projects",449437,99966.182205972,"Switzerland","Clinical Medicine",0,0,8,1.7794028031688,114,14.25
159554,2015,2,"Projects",218000,109000,"Switzerland","Clinical Medicine",2,1,1,0.5,2,2
162284,2015,1.4986301369863,"Careers",75005,50049.0402193784,"United States of America","Basic Medical Sciences",2,1.3345521023766,3,2.0018281535649,101,33.6666666666667
163438,2015,2.9972602739726,"Projects",376463,125602.37202925,"Switzerland","Clinical Medicine",8,2.6691042047532,8,2.6691042047532,140,17.5
163340,2015,3,"Projects",525000,175000,"Switzerland","Basic Medical Sciences",3,1,6,2,176,29.3333333333333
164755,2015,1.9972602739726,"Careers",97300,48716.7352537723,"Netherlands","Experimental Medicine",6,3.00411522633745,3,1.50205761316873,1260,420
160342,2015,1.5041095890411,"Projects",238130,158319.581056466,"Switzerland","Experimental Medicine",2,1.32969034608379,1,0.664845173041893,37,37
160269,2015,3.4958904109589,"Projects",429000,122715.517241379,"Switzerland","Clinical Medicine",47,13.4443573667712,23,6.57915360501568,2031,88.304347826087
166735,2015,5.5013698630137,"Programmes",1304040,237039.143426295,"Switzerland","Basic Medical Sciences",23,4.18077689243028,8,1.45418326693227,79,9.875
164850,2015,1.4958904109589,"Careers",78783,52666.2912087912,"United States of America","Experimental Medicine",5,3.34249084249085,1,0.66849816849817,222,222
159714,2015,3.4986301369863,"Projects",255000,72885.6695379796,"Switzerland","Clinical Medicine",12,3.42991386061081,7,2.0007830853563,281,40.1428571428571
163256,2015,3,"Projects",474000,158000,"Switzerland","Clinical Medicine",1,0.333333333333333,5,1.66666666666667,28,5.6
160704,2015,4,"Programmes",1123380,280845,"Switzerland","Experimental Medicine",7,1.75,3,0.75,88,29.3333333333333
166697,2016,2.9972602739726,"Projects",443674,148026.517367459,"Switzerland","Basic Medical Sciences",8,2.6691042047532,4,1.3345521023766,46,11.5
168295,2016,1.49315068493151,"Careers",78400,52506.4220183486,"Great Britain and Northern Ireland","Clinical Medicine",2,1.3394495412844,2,1.3394495412844,47,23.5
167465,2016,4.91780821917808,"Programmes",661699,134551.60724234,"Switzerland","Clinical Medicine",15,3.05013927576602,1,0.203342618384401,10,10
169196,2016,4,"Projects",525000,131250,"Switzerland","Clinical Medicine",3,0.75,14,3.5,734,52.4285714285714
166695,2016,2.9972602739726,"Projects",544800,181765.996343693,"Switzerland","Basic Medical Sciences",4,1.3345521023766,7,2.33546617915905,234,33.4285714285714
170207,2016,2.9972602739726,"Projects",625906,208826.042047532,"Switzerland","Basic Medical Sciences",0,0,1,0.33363802559415,14,14
165802,2016,3.41643835616438,"Projects",286603,83889.410585405,"Switzerland","Clinical Medicine",0,0,4,1.17080994386528,13,3.25
169876,2016,2.9972602739726,"Projects",474000,158144.424131627,"Switzerland","Clinical Medicine",13,4.33729433272395,7,2.33546617915905,36,5.14285714285714
167193,2016,4,"Programmes",393268,98317,"Switzerland","Clinical Medicine",10,2.5,2,0.5,16,8
165966,2016,3.5013698630137,"Projects",756000,215915.492957746,"Switzerland","Experimental Medicine",0,0,1,0.285602503912363,57,57
174273,2016,3.41917808219178,"Programmes",15000,4387.01923076923,"Switzerland","Basic Medical Sciences",10,2.92467948717949,4,1.1698717948718,52,13
171603,2016,1.9972602739726,"Careers",88624,44372.7846364883,"Canada","Basic Medical Sciences",17,8.51165980795612,4,2.00274348422497,24,6
167204,2016,2.4986301369863,"Programmes",298785,119579.523026316,"Switzerland","Preventive Medicine",1,0.400219298245614,2,0.800438596491229,15,7.5
166674,2016,0.915068493150685,"Projects",834000,911407.185628742,"Switzerland","Basic Medical Sciences",3,3.27844311377246,3,3.27844311377246,279,93
169975,2016,3.58082191780822,"Projects",684267,191092.161438409,"Switzerland","Clinical Medicine",26,7.26090283091048,2,0.558530986993114,136,68
170113,2016,4,"Projects",502783,125695.75,"Switzerland","Preventive Medicine",4,1,5,1.25,67,13.4
168670,2016,1.49315068493151,"Careers",95700,64092.6605504587,"Great Britain and Northern Ireland","Clinical Medicine",13,8.70642201834861,4,2.6788990825688,78,19.5
163859,2016,4,"Careers",1482234,370558.5,"Switzerland","Clinical Medicine",84,21,18,4.5,673,37.3888888888889
171601,2016,1.9972602739726,"Careers",179150,89697.8737997257,"Great Britain and Northern Ireland","Basic Medical Sciences",4,2.00274348422497,7,3.50480109739369,250,35.7142857142857
167459,2016,3.74794520547945,"Programmes",325332,86802.7631578947,"Switzerland","Social Medicine",7,1.86769005847953,4,1.0672514619883,37,9.25
169670,2016,2.9972602739726,"Projects",429000,143130.71297989,"Switzerland","Clinical Medicine",1,0.33363802559415,17,5.67184643510055,723,42.5294117647059
166346,2016,4.16712328767123,"Projects",238620,57262.5246548323,"Switzerland","Clinical Medicine",6,1.43984220907298,8,1.91978961209731,61,7.625
170193,2016,3.4986301369863,"Projects",474000,135481.597494127,"Switzerland","Basic Medical Sciences",8,2.28660924040721,5,1.4291307752545,19,3.8
170084,2016,2.9972602739726,"Projects",525000,175159.963436929,"Switzerland","Experimental Medicine",5,1.66819012797075,12,4.0036563071298,577,48.0833333333333
169967,2016,4,"Projects",505457,126364.25,"Switzerland","Preventive Medicine",3,0.75,9,2.25,64,7.11111111111111
164245,2016,3.4986301369863,"Projects",379339,108425.007830854,"Switzerland","Basic Medical Sciences",34,9.71808927173062,8,2.28660924040721,287,35.875
166594,2016,2.9972602739726,"Projects",390110,130155.530164534,"Switzerland","Experimental Medicine",11,3.67001828153565,6,2.0018281535649,251,41.8333333333333
166078,2016,2.9972602739726,"Projects",834000,278254.113345521,"Switzerland","Experimental Medicine",1,0.33363802559415,5,1.66819012797075,112,22.4
168506,2016,1.5013698630137,"Careers",76293,50815.5930656934,"United States of America","Basic Medical Sciences",5,3.33029197080292,1,0.666058394160583,18,18
169733,2016,4,"Projects",464481,116120.25,"Switzerland","Clinical Medicine",3,0.75,6,1.5,57,9.5
172098,2016,1.83013698630137,"Careers",92467,50524.6332335329,"Netherlands","Clinical Medicine",5,2.73203592814371,1,0.546407185628742,34,34
166313,2016,2.9972602739726,"Projects",351780,117367.18464351,"Switzerland","Basic Medical Sciences",10,3.3363802559415,6,2.0018281535649,66,11
168412,2016,1.4986301369863,"Careers",99285,66250.5027422304,"United States of America","Preventive Medicine",6,4.0036563071298,3,2.0018281535649,39,13
169853,2016,2.9972602739726,"Projects",552300,184268.281535649,"Switzerland","Basic Medical Sciences",7,2.33546617915905,6,2.0018281535649,171,28.5
166198,2016,2.9972602739726,"Projects",259120,86452.2851919561,"Switzerland","Clinical Medicine",2,0.6672760511883,1,0.33363802559415,8,8
171590,2016,1.24931506849315,"Careers",79920,63971.0526315789,"United States of America","Basic Medical Sciences",1,0.800438596491229,1,0.800438596491229,2,2
166700,2016,2.9972602739726,"Projects",268140,89461.7001828154,"Switzerland","Basic Medical Sciences",34,11.3436928702011,14,4.6709323583181,320,22.8571428571429
168561,2016,1.49315068493151,"Careers",107908,72268.6605504587,"United States of America","Experimental Medicine",16,10.7155963302752,5,3.348623853211,146,29.2
170129,2016,2.9972602739726,"Projects",429000,143130.71297989,"Switzerland","Basic Medical Sciences",0,0,6,2.0018281535649,85,14.1666666666667
166485,2016,4,"Projects",648688,162172,"Switzerland","Clinical Medicine",20,5,9,2.25,89,9.88888888888889
172252,2016,1.5013698630137,"Careers",79555,52988.2755474453,"United States of America","Basic Medical Sciences",12,7.992700729927,4,2.66423357664233,76,19
171309,2016,1.9972602739726,"Careers",242412,121372.263374486,"Switzerland","Basic Medical Sciences",3,1.50205761316873,3,1.50205761316873,181,60.3333333333333
169354,2016,3,"Projects",372000,124000,"Switzerland","Basic Medical Sciences",5,1.66666666666667,5,1.66666666666667,19,3.8
172158,2016,1.49315068493151,"Careers",68870,46123.9449541284,"Germany","Experimental Medicine",2,1.3394495412844,1,0.6697247706422,7,7
171320,2016,1.07397260273973,"Careers",237530,221169.515306122,"Switzerland","Preventive Medicine",2,1.86224489795918,2,1.86224489795918,58,29
166566,2016,3.83287671232877,"Projects",430500,112317.72694782,"Switzerland","Basic Medical Sciences",8,2.08720514653324,6,1.56540385989993,91,15.1666666666667
173672,2016,2.9972602739726,"Programmes",738688,246454.405850091,"Switzerland","Clinical Medicine",1,0.33363802559415,1,0.33363802559415,20,20
166662,2016,2.4986301369863,"Projects",223450,89429.0021929825,"Switzerland","Experimental Medicine",0,0,7,2.8015350877193,273,39
164250,2016,3,"Projects",491038,163679.333333333,"Switzerland","Basic Medical Sciences",21,7,5,1.66666666666667,46,9.2
170131,2016,2.9972602739726,"Projects",6e+05,200182.81535649,"Switzerland","Experimental Medicine",0,0,8,2.6691042047532,700,87.5
166377,2016,3.41369863013699,"Projects",351780,103049.518459069,"Switzerland","Basic Medical Sciences",30,8.78812199036917,10,2.92937399678972,114,11.4
167767,2016,0.501369863013699,"Careers",27985,55817.0765027322,"United States of America","Basic Medical Sciences",8,15.9562841530055,3,5.98360655737704,20,6.66666666666667
166161,2016,3.33424657534247,"Projects",6e+05,179950.698438784,"Switzerland","Experimental Medicine",3,0.899753492193918,28,8.39769926047657,2018,72.0714285714286
170069,2016,1.08219178082192,"Projects",117500,108575.949367089,"Switzerland","Preventive Medicine",4,3.69620253164556,6,5.54430379746834,495,82.5
160909,2016,6.25205479452055,"Programmes",499444,79884.7765118317,"Switzerland","Preventive Medicine",6,0.959684487291849,10,1.59947414548641,297,29.7
170844,2016,4.5041095890411,"Programmes",349889,77682.1684914842,"Switzerland","Basic Medical Sciences",5,1.11009732360097,4,0.888077858880778,14,3.5
166909,2016,4.5013698630137,"Programmes",903305,200673.356664638,"Switzerland","Clinical Medicine",14,3.11016433353621,25,5.55386488131467,1453,58.12
160930,2016,3.83835616438356,"Programmes",5e+05,130264.097073519,"Switzerland","Clinical Medicine",10,2.60528194147038,1,0.260528194147038,10,10
171591,2016,1.49315068493151,"Careers",145292,97305.6513761468,"United States of America","Experimental Medicine",5,3.348623853211,8,5.3577981651376,1557,194.625
166430,2016,3.33150684931507,"Projects",834000,250337.171052632,"Switzerland","Basic Medical Sciences",0,0,11,3.30180921052631,197,17.9090909090909
163951,2016,4,"Careers",1510504,377626,"Switzerland","Basic Medical Sciences",37,9.25,27,6.75,898,33.2592592592593
165834,2016,2.9972602739726,"Projects",388680,129678.427787934,"Switzerland","Basic Medical Sciences",5,1.66819012797075,5,1.66819012797075,154,30.8
166947,2016,2.9972602739726,"Projects",285088,95116.197440585,"Switzerland","Experimental Medicine",3,1.00091407678245,3,1.00091407678245,100,33.3333333333333
169805,2016,3.4958904109589,"Projects",304549,87116.289184953,"Switzerland","Experimental Medicine",3,0.858150470219437,14,4.00470219435737,173,12.3571428571429
166634,2016,2.9972602739726,"Projects",499693,166716.585923218,"Switzerland","Experimental Medicine",0,0,3,1.00091407678245,44,14.6666666666667
167375,2016,5,"Programmes",438301,87660.2,"Switzerland","Social Medicine",17,3.4,2,0.4,3,1.5
167657,2016,1.4958904109589,"Careers",82500,55151.0989010989,"Great Britain and Northern Ireland","Experimental Medicine",3,2.00549450549451,2,1.33699633699634,70,35
167461,2016,4.5041095890411,"Programmes",498552,110688.248175182,"Switzerland","Preventive Medicine",26,5.77250608272506,2,0.444038929440389,1,0.5
171594,2016,2.41643835616438,"Careers",164553,68097.3299319728,"Great Britain and Northern Ireland","Basic Medical Sciences",9,3.72448979591837,1,0.413832199546486,20,20
166704,2016,3.66849315068493,"Projects",6e+05,163554.891710232,"Switzerland","Basic Medical Sciences",1,0.272591486183719,13,3.54368932038835,217,16.6923076923077
168165,2016,2.9972602739726,"Careers",6e+05,200182.81535649,"Switzerland","Experimental Medicine",4,1.3345521023766,35,11.6773308957953,1903,54.3714285714286
166428,2016,2.9972602739726,"Projects",834000,278254.113345521,"Switzerland","Experimental Medicine",20,6.672760511883,1,0.33363802559415,19,19
170037,2016,2.9972602739726,"Projects",429000,143130.71297989,"Switzerland","Basic Medical Sciences",4,1.3345521023766,1,0.33363802559415,133,133
171148,2016,2.9972602739726,"Careers",180000,60054.844606947,NA,"Experimental Medicine",3,1.00091407678245,2,0.6672760511883,7,3.5
169191,2016,3.08219178082192,"Projects",474000,153786.666666667,"Switzerland","Clinical Medicine",14,4.54222222222222,13,4.21777777777777,449,34.5384615384615
171598,2016,0.997260273972603,"Careers",71500,71696.4285714286,NA,"Basic Medical Sciences",4,4.01098901098901,4,4.01098901098901,42,10.5
171741,2016,1.49315068493151,"Careers",81105,54318.0275229358,"United States of America","Experimental Medicine",3,2.0091743119266,3,2.0091743119266,144,48
166124,2016,4.5041095890411,"Projects",915766,203317.877128954,"Switzerland","Preventive Medicine",30,6.66058394160583,5,1.11009732360097,43,8.6
171562,2016,0.331506849315069,"Careers",108639,327712.685950413,"Switzerland","Experimental Medicine",1,3.01652892561983,4,12.0661157024793,1864,466
171581,2016,0.66027397260274,"Careers",76978,116584.937759336,"United States of America","Experimental Medicine",1,1.51452282157676,4,6.05809128630705,435,108.75
171582,2016,0.164383561643836,"Careers",56944,346409.333333333,"Switzerland","Experimental Medicine",0,0,3,18.25,50,16.6666666666667
165956,2016,2.9972602739726,"Projects",430500,143631.170018282,"Switzerland","Clinical Medicine",13,4.33729433272395,15,5.00457038391225,150,10
170027,2016,3.5041095890411,"Projects",372000,106161.063330727,"Switzerland","Experimental Medicine",3,0.856137607505863,3,0.856137607505863,130,43.3333333333333
167501,2016,4.66301369863014,"Programmes",559431,119971.982961222,"Switzerland","Social Medicine",21,4.50352526439483,2,0.428907168037603,12,6
167223,2016,4,"Programmes",628988,157247,"Switzerland","Social Medicine",59,14.75,11,2.75,244,22.1818181818182
165782,2016,2.9972602739726,"Projects",678000,226206.581352834,"Switzerland","Experimental Medicine",26,8.6745886654479,30,10.0091407678245,916,30.5333333333333
164240,2016,3,"Projects",324300,108100,"Switzerland","Experimental Medicine",0,0,1,0.333333333333333,103,103
166519,2016,2.9972602739726,"Projects",6e+05,200182.81535649,"Switzerland","Experimental Medicine",0,0,9,3.00274223034735,672,74.6666666666667
171794,2016,1.5013698630137,"Careers",93050,61976.7335766423,"Netherlands","Experimental Medicine",3,1.99817518248175,1,0.666058394160583,78,78
173517,2016,0.997260273972603,"Careers",201807,202361.414835165,"Switzerland","Experimental Medicine",4,4.01098901098901,8,8.02197802197802,386,48.25
167137,2016,4.33424657534247,"Programmes",453608,104656.713021492,"Switzerland","Basic Medical Sciences",20,4.61441213653603,14,3.23008849557522,180,12.8571428571429
171763,2016,2.49315068493151,"Careers",116830,46860.3846153846,"Norway","Preventive Medicine",27,10.8296703296703,5,2.0054945054945,115,23
170126,2016,5,"Projects",390918,78183.6,"Switzerland","Clinical Medicine",3,0.6,4,0.8,89,22.25
160876,2016,3.16438356164384,"Programmes",499809,157948.298701299,"Switzerland","Clinical Medicine",27,8.53246753246752,8,2.52813852813852,249,31.125
171143,2016,2.9972602739726,"Careers",180000,60054.844606947,NA,"Experimental Medicine",5,1.66819012797075,4,1.3345521023766,245,61.25
171388,2016,1.9972602739726,"Careers",254922,127635.843621399,"Switzerland","Clinical Medicine",1,0.500685871056242,2,1.00137174211248,114,57
165961,2016,3.5041095890411,"Projects",305040,87052.0719311962,"Switzerland","Clinical Medicine",19,5.42220484753713,8,2.28303362001563,134,16.75
165833,2016,2.41643835616438,"Careers",777782,321871.235827664,"Switzerland","Experimental Medicine",17,7.03514739229026,8,3.31065759637189,246,30.75
171584,2016,0.997260273972603,"Careers",72480,72679.1208791209,"United States of America","Clinical Medicine",4,4.01098901098901,4,4.01098901098901,152,38
167339,2016,4.83835616438356,"Programmes",372900,77071.630804077,"Switzerland","Clinical Medicine",15,3.10022650056625,8,1.65345413363533,129,16.125
166507,2016,2.9972602739726,"Projects",305040,101772.943327239,"Switzerland","Experimental Medicine",1,0.33363802559415,5,1.66819012797075,88,17.6
171146,2016,2.9972602739726,"Careers",180000,60054.844606947,NA,"Basic Medical Sciences",15,5.00457038391225,30,10.0091407678245,1335,44.5
171976,2016,2.32602739726027,"Careers",89227,38360.2532391048,"Italy","Experimental Medicine",0,0,2,0.859835100117787,144,72
166258,2016,3.75068493150685,"Projects",607509,161972.815924032,"Switzerland","Preventive Medicine",16,4.26588750913075,9,2.39956172388605,1891,210.111111111111
167798,2016,0.663013698630137,"Careers",82280,124100,"Switzerland","Experimental Medicine",2,3.01652892561983,1,1.50826446280992,37,37
166658,2016,3.91506849315068,"Projects",525000,134097.270818754,"Switzerland","Basic Medical Sciences",40,10.2169349195242,18,4.59762071378587,340,18.8888888888889
166638,2016,2.9972602739726,"Projects",305040,101772.943327239,"Switzerland","Basic Medical Sciences",6,2.0018281535649,2,0.6672760511883,21,10.5
166490,2016,2.9972602739726,"Projects",824108,274953.765996344,"Switzerland","Experimental Medicine",1,0.33363802559415,12,4.0036563071298,502,41.8333333333333
167083,2016,5,"Programmes",445380,89076,"Switzerland","Preventive Medicine",37,7.4,4,0.8,31,7.75
166202,2016,2.9972602739726,"Projects",916623,305820.287934186,"Switzerland","Experimental Medicine",0,0,12,4.0036563071298,338,28.1666666666667
166826,2016,6.67123287671233,"Programmes",1530241,229379.041067762,"Switzerland","Clinical Medicine",87,13.041067761807,15,2.24845995893224,483,32.2
169802,2016,1.83013698630137,"Projects",978407,534608.615269461,"Switzerland","Basic Medical Sciences",3,1.63922155688623,2,1.09281437125748,249,124.5
166381,2016,2.9972602739726,"Projects",428102,142831.106032907,"Switzerland","Experimental Medicine",8,2.6691042047532,21,7.00639853747715,534,25.4285714285714
170271,2016,4.25205479452055,"Projects",673530,158401.06314433,"Switzerland","Clinical Medicine",0,0,1,0.235180412371134,104,104
169486,2016,4,"Projects",474000,118500,"Switzerland","Clinical Medicine",0,0,2,0.5,25,12.5
172573,2016,0.249315068493151,"Science communication",15000,60164.8351648352,"Switzerland","Basic Medical Sciences",6,24.065934065934,1,4.01098901098901,1,1
170266,2016,2.9972602739726,"Projects",1008000,336307.129798903,"Switzerland","Basic Medical Sciences",3,1.00091407678245,7,2.33546617915905,552,78.8571428571429
170132,2016,4,"Projects",503743,125935.75,"Switzerland","Experimental Medicine",0,0,1,0.25,32,32
171261,2016,3,"Careers",263400,87800,"Switzerland","Experimental Medicine",1,0.333333333333333,3,1,70,23.3333333333333
172087,2016,1.5013698630137,"Careers",70150,46723.996350365,"Netherlands","Basic Medical Sciences",7,4.66240875912408,4,2.66423357664233,204,51
172266,2016,1.4986301369863,"Careers",78800,52581.352833638,"Canada","Experimental Medicine",2,1.3345521023766,1,0.6672760511883,424,424
168437,2016,1.49315068493151,"Careers",76693,51363.2018348624,"United States of America","Basic Medical Sciences",5,3.348623853211,1,0.6697247706422,19,19
168322,2016,1.5013698630137,"Careers",115700,77062.9562043796,"Great Britain and Northern Ireland","Experimental Medicine",11,7.32664233576642,2,1.33211678832117,145,72.5
163938,2016,4,"Careers",1590404,397601,"Switzerland","Experimental Medicine",0,0,5,1.25,1239,247.8
166214,2016,2.83013698630137,"Projects",209690,74091.8199419168,"Switzerland","Clinical Medicine",13,4.59341723136496,9,3.18005808325266,232,25.7777777777778
164187,2016,2.9972602739726,"Projects",245388,81870.7678244973,"Switzerland","Experimental Medicine",13,4.33729433272395,8,2.6691042047532,612,76.5
166204,2016,2.9972602739726,"Projects",366979,122438.148994516,"Switzerland","Clinical Medicine",49,16.3482632541134,14,4.6709323583181,154,11
170090,2016,5,"Projects",447359,89471.8,"Switzerland","Basic Medical Sciences",0,0,4,0.8,9,2.25
167823,2016,4.16712328767123,"Careers",614856,147549.270216963,"Switzerland","Clinical Medicine",2,0.479947403024326,11,2.6397107166338,321,29.1818181818182
169974,2016,3,"Projects",353408,117802.666666667,"Switzerland","Preventive Medicine",2,0.666666666666667,2,0.666666666666667,18,9
167801,2016,0.997260273972603,"Careers",59500,59663.4615384615,"Germany","Basic Medical Sciences",3,3.00824175824176,5,5.01373626373626,860,172
169309,2016,2.9972602739726,"Projects",325770,108689.259597806,"Switzerland","Clinical Medicine",2,0.6672760511883,1,0.33363802559415,29,29
170269,2016,3.32876712328767,"Projects",746205,224168.580246914,"Switzerland","Basic Medical Sciences",14,4.20576131687243,10,3.00411522633745,588,58.8
167079,2016,4,"Programmes",405600,101400,"Switzerland","Preventive Medicine",2,0.5,3,0.75,29,9.66666666666667
170205,2016,4,"Projects",372000,93000,"Switzerland","Clinical Medicine",24,6,5,1.25,33,6.6
170170,2016,3.4958904109589,"Projects",698313,199752.543103448,"Switzerland","Experimental Medicine",0,0,4,1.14420062695925,203,50.75
170268,2016,2.9972602739726,"Projects",1008000,336307.129798903,"Switzerland","Basic Medical Sciences",0,0,10,3.3363802559415,1892,189.2
170083,2016,4.08493150684932,"Projects",525000,128521.126760563,"Switzerland","Experimental Medicine",0,0,9,2.20321931589537,122,13.5555555555556
167789,2016,0.997260273972603,"Careers",54900,55050.8241758242,"Great Britain and Northern Ireland","Clinical Medicine",3,3.00824175824176,1,1.00274725274725,14,14
163892,2016,4,"Careers",1599531,399882.75,"Switzerland","Basic Medical Sciences",51,12.75,33,8.25,416,12.6060606060606
167828,2016,2.9972602739726,"Careers",6e+05,200182.81535649,"Switzerland","Experimental Medicine",13,4.33729433272395,2,0.6672760511883,15,7.5
170320,2016,2.9972602739726,"Projects",678000,226206.581352834,"Switzerland","Experimental Medicine",3,1.00091407678245,18,6.0054844606947,2512,139.555555555556
169379,2016,5.5041095890411,"Projects",555604,100943.484320558,"Switzerland","Clinical Medicine",3,0.545047287207566,12,2.18018914883026,105,8.75
172162,2016,0.416438356164384,"Careers",61600,147921.052631579,"Canada","Basic Medical Sciences",1,2.40131578947368,6,14.4078947368421,41,6.83333333333333
170213,2016,2.9972602739726,"Projects",807775,269504.456124314,"Switzerland","Experimental Medicine",13,4.33729433272395,3,1.00091407678245,228,76
170155,2016,4,"Projects",326545,81636.25,"Switzerland","Clinical Medicine",19,4.75,2,0.5,21,10.5
169234,2016,4,"Projects",474000,118500,"Switzerland","Basic Medical Sciences",0,0,7,1.75,183,26.1428571428571
169480,2016,2.9972602739726,"Projects",618000,206188.299817185,"Switzerland","Basic Medical Sciences",0,0,8,2.6691042047532,463,57.875
166357,2016,2.9972602739726,"Projects",351780,117367.18464351,"Switzerland","Experimental Medicine",35,11.6773308957953,7,2.33546617915905,477,68.1428571428571
168441,2016,1.5013698630137,"Careers",82900,55216.2408759124,"Great Britain and Northern Ireland","Basic Medical Sciences",1,0.666058394160583,2,1.33211678832117,45,22.5
166855,2016,5.83287671232877,"Programmes",1982082,339812.085486144,"Switzerland","Clinical Medicine",0,0,1,0.171441991545326,10,10
166569,2016,3.24657534246575,"Projects",756000,232860.759493671,"Switzerland","Experimental Medicine",0,0,1,0.308016877637131,52,52
171050,2016,3,"Programmes",250642,83547.3333333333,"Switzerland","Experimental Medicine",12,4,1,0.333333333333333,22,22
166341,2016,2.9972602739726,"Projects",678000,226206.581352834,"Switzerland","Experimental Medicine",4,1.3345521023766,6,2.0018281535649,179,29.8333333333333
166500,2016,2.9972602739726,"Projects",525000,175159.963436929,"Switzerland","Experimental Medicine",0,0,3,1.00091407678245,92,30.6666666666667
166563,2016,4,"Projects",541204,135301,"Switzerland","Basic Medical Sciences",1,0.25,8,2,145,18.125
166412,2016,3.4986301369863,"Projects",388680,111094.909945184,"Switzerland","Basic Medical Sciences",25,7.14565387627252,5,1.4291307752545,183,36.6
171698,2016,0.665753424657534,"Careers",31267,46964.8353909465,"Sweden","Basic Medical Sciences",1,1.50205761316872,1,1.50205761316872,6,6
164065,2016,3.07945205479452,"Projects",120000,38967.9715302491,"Switzerland","Basic Medical Sciences",0,0,2,0.649466192170819,93,46.5
165875,2016,1.9972602739726,"Projects",94217,47173.1207133059,"Switzerland","Basic Medical Sciences",11,5.50754458161866,4,2.00274348422497,112,28
169929,2016,3.16164383561644,"Projects",474000,149922.010398614,"Switzerland","Preventive Medicine",14,4.42807625649913,9,2.84662045060658,788,87.5555555555556
169664,2016,4,"Projects",429000,107250,"Germany","Experimental Medicine",2,0.5,28,7,833,29.75
167211,2016,4.24383561643836,"Programmes",459922,108374.13169787,"Switzerland","Social Medicine",6,1.41381536475145,12,2.8276307295029,208,17.3333333333333
166656,2016,2.24657534246575,"Projects",272500,121295.731707317,"Switzerland","Social Medicine",5,2.22560975609756,3,1.33536585365854,193,64.3333333333333
166998,2016,4,"Programmes",634019,158504.75,"Switzerland","Preventive Medicine",2,0.5,4,1,86,21.5
169544,2016,2.9972602739726,"Projects",584185,194906.329981718,"Switzerland","Basic Medical Sciences",16,5.3382084095064,14,4.6709323583181,961,68.6428571428571
168173,2016,3.41917808219178,"Careers",661802,193555.873397436,"Switzerland","Clinical Medicine",8,2.33974358974359,14,4.09455128205128,319,22.7857142857143
166524,2016,4,"Projects",491104,122776,"Switzerland","Clinical Medicine",4,1,1,0.25,5,5
169789,2016,4,"Projects",387326,96831.5,"Switzerland","Basic Medical Sciences",7,1.75,19,4.75,915,48.1578947368421
167826,2016,3.41369863013699,"Careers",597570,175050.601926164,"Switzerland","Clinical Medicine",21,6.15168539325842,36,10.545746388443,1220,33.8888888888889
171352,2016,1.9972602739726,"Careers",185810,93032.4417009602,"Switzerland","Clinical Medicine",13,6.50891632373115,11,5.50754458161866,113,10.2727272727273
169674,2016,2.9972602739726,"Projects",525000,175159.963436929,"Switzerland","Experimental Medicine",8,2.6691042047532,7,2.33546617915905,306,43.7142857142857
164271,2016,3,"Projects",258919,86306.3333333333,"Switzerland","Basic Medical Sciences",16,5.33333333333333,3,1,37,12.3333333333333
166206,2016,3.24931506849315,"Projects",678000,208659.359190556,"Switzerland","Experimental Medicine",23,7.07841483979764,11,3.38532883642496,215,19.5454545454545
170060,2016,3.66575342465753,"Projects",474000,129304.932735426,"Switzerland","Clinical Medicine",8,2.18236173393124,11,3.00074738415546,235,21.3636363636364
166785,2016,6.91506849315068,"Programmes",2438923,352696.868066561,"Switzerland","Clinical Medicine",37,5.35063391442156,41,5.92908082408875,523,12.7560975609756
