"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUncitablePublications";"NrUncitablePublicationsPerYear";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear";"NrTotalUncitableOutputs";"NrTotalUncitableOutputsPerYear";"NrCitablePublications";"NrCitablePublicationsPerYear";"NrCitationsTotal";"NrCitationsPerPublication";"YearFirstCitablePublication"
139925;2012;2012-05-01;1094;2.9972602739726;2015-04-30;"Completed";"Science communication";150000;50045.7038391225;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;4;1.3345521023766;0;0;NA;0;0;NA;0;0;NA;0;0;NA;14;4.6709323583181;2014;0;0;NA;0;0;0;0;NA;14;4.6709323583181;14;4.6709323583181;0;0;NA;NA;NA
139120;2012;2013-01-01;1460;4;2016-12-31;"Completed";"Careers";1477110;369277.5;295422;73855.5;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";5;1.25;10;2.5;51;12.75;2013-05-10;3;0.75;2015;0;0;NA;0;0;NA;1;0.25;2016;33;8.25;2013;1;0.25;0;0;NA;88;22;56;14;32;8;5469;170.90625;2013
145021;2012;2013-07-01;364;0.997260273972603;2014-06-30;"Completed";"Infrastructure";734810;736828.708791209;0;0;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;4;4.01098901098901;6;6.01648351648352;2013-11-04;0;0;NA;0;0;NA;1;1.00274725274725;2016-02-02;1;1.00274725274725;2016;4;4.01098901098901;2014;2;2.00549450549451;0;0;NA;12;12.032967032967;10;10.0274725274725;2;2.00549450549451;NA;NA;2015
145860;2012;2013-09-01;394;1.07945205479452;2014-09-30;"Completed";"Careers";23780;22029.6954314721;0;0;"Institution abroad - Germany";"Germany";"Biology and Medicine";"General Biology";"Zoology";0;0;3;2.77918781725888;5;4.63197969543147;2013-10-07;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.926395939086294;2014;0;0;0;0;NA;6;5.55837563451777;5;4.63197969543147;1;0.926395939086295;54;54;2014
142690;2012;2012-11-01;180;0.493150684931507;2013-04-30;"Completed";"Science communication";5000;10138.8888888889;0;0;"Swiss Federal Institute of Aquatic Science and Technology - EAWAG";"Switzerland";"Biology and Medicine";"General Biology";"Environmental Research";0;0;0;0;1;2.02777777777778;2012-11-22;0;0;NA;0;0;NA;1;2.02777777777778;2012-11-22;1;2.02777777777778;2013;0;0;NA;0;0;0;0;NA;3;6.08333333333333;3;6.08333333333333;0;0;NA;NA;NA
145760;2012;2013-03-01;729;1.9972602739726;2015-02-28;"Completed";"Careers";1e+05;50068.5871056241;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;2;1.00137174211248;9;4.50617283950617;2013-03-24;0;0;NA;0;0;NA;0;0;NA;4;2.00274348422497;2014;5;2.50342935528121;NA;1;0.500685871056242;0;0;NA;18;9.01234567901235;14;7.00960219478739;4;2.00274348422497;214;53.5;NA
143683;2012;2012-08-01;548;1.5013698630137;2014-01-31;"Completed";"Careers";91068;60656.6058394161;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2014;0;0;0;0;NA;1;0.666058394160584;0;0;1;0.666058394160583;88;88;2014
144293;2012;2012-08-01;364;0.997260273972603;2013-07-31;"Completed";"Careers";64220;64396.4285714286;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
145838;2012;2013-04-01;547;1.4986301369863;2014-09-30;"Completed";"Careers";67750;45207.9524680073;0;0;"Institution abroad - Canada";"Canada";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;3;2.0018281535649;6;4.0036563071298;2013-12-10;1;0.6672760511883;2014;0;0;NA;0;0;NA;1;0.6672760511883;2014;3;2.0018281535649;NA;2;1.3345521023766;0;0;NA;11;7.3400365630713;10;6.672760511883;1;0.6672760511883;40;40;2014
144136;2012;2012-11-01;971;2.66027397260274;2015-06-30;"Completed";"Projects";166666;62649.938208033;166666;62649.938208033;"University of Berne - BE";"Switzerland";"Biology and Medicine";"General Biology";"Botany";1;0.375901132852729;4;1.50360453141092;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.375901132852729;2013;0;0;0;0;NA;1;0.375901132852729;1;0.375901132852729;0;0;NA;NA;NA
140793;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";463217;154546.805301645;115804.25;38636.7013254113;"University of Berne - BE";"Switzerland";"Biology and Medicine";"General Biology";"Botany";4;1.3345521023766;2;0.6672760511883;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;2.0018281535649;2012;0;0;0;0;NA;6;2.0018281535649;0;0;6;2.0018281535649;230;38.3333333333333;2012
142106;2012;2012-10-01;364;0.997260273972603;2013-09-30;"Completed";"Careers";198017;198561.002747253;198017;198561.002747253;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";1;1.00274725274725;5;5.01373626373626;3;3.00824175824176;2012-12-09;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;3.00824175824176;2012;1;1.00274725274725;0;0;NA;6;6.01648351648352;4;4.01098901098901;2;2.00549450549451;188;94;2012
140684;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";469575;156668.075868373;93915;31333.6151736746;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";5;1.66819012797075;2;0.6672760511883;3;1.00091407678245;2013-06-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;10;3.3363802559415;2012;0;0;0;0;NA;13;4.33729433272395;3;1.00091407678245;10;3.3363802559415;1116;111.6;2012
141940;2012;2012-09-01;1216;3.33150684931507;2015-12-31;"Completed";"Programmes";1054585;316548.951480263;210917;63309.7902960526;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.50082236842105;2;0.600328947368421;2;0.600328947368421;2014-05-21;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.50082236842105;NA;4;1.20065789473684;0;0;NA;7;2.10115131578947;6;1.80098684210526;1;0.30016447368421;1007;1007;2013
146963;2012;2013-04-01;364;0.997260273972603;2014-03-31;"Completed";"Careers";59400;59563.1868131868;0;0;"Institution abroad - Canada";"Canada";"Biology and Medicine";"Basic Medical Sciences";"Pharmacology, Pharmacy";0;0;2;2.00549450549451;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
144576;2012;2012-06-01;60;0.164383561643836;2012-07-31;"Completed";"Careers";7700;46841.6666666667;0;0;"ETH Zurich - ETHZ";NA;"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
144639;2012;2012-06-01;729;1.9972602739726;2014-05-31;"Completed";"Programmes";545000;272873.799725652;0;0;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Social Medicine";"Occupational Medicine, Ergonomy";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
144025;2012;2013-01-01;1094;2.9972602739726;2015-12-31;"Completed";"Projects";346000;115438.756855576;86500;28859.689213894;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";4;1.3345521023766;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;16;5.3382084095064;NA;0;0;0;0;NA;16;5.3382084095064;0;0;16;5.3382084095064;NA;NA;NA
145489;2012;2013-09-01;790;2.16438356164384;2015-10-31;"Completed";"Careers";179950;83141.4556962025;179950;83141.4556962025;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Cancer";1;0.462025316455696;0;0;2;0.924050632911392;2013-11-28;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.84810126582278;2014;0;0;0;0;NA;6;2.77215189873418;2;0.924050632911391;4;1.84810126582278;176;44;2014
140726;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";361786;120705.566727605;90446.5;30176.3916819013;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";4;1.3345521023766;1;0.33363802559415;20;6.672760511883;2012-05-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;8;2.6691042047532;NA;2;0.6672760511883;0;0;NA;28;9.3418647166362;22;7.3400365630713;6;2.0018281535649;NA;NA;2014
141625;2012;2012-05-01;1339;3.66849315068493;2015-12-31;"Completed";"Projects";497129;135513.132935026;45193.5454545455;12319.375721366;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";11;2.99850634802091;1;0.272591486183719;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.545182972367438;2015;0;0;0;0;NA;2;0.545182972367438;0;0;2;0.545182972367439;306;153;2015
141006;2012;2012-04-01;1460;4;2016-03-31;"Completed";"Projects";387352;96838;387352;96838;"Research Institutes Agroscope - AGS";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";1;0.25;12;3;12;3;2013-09-29;7;1.75;2013;0;0;NA;4;1;2013-02-12;30;7.5;2012;8;2;2014;0;0;0;0;NA;61;15.25;53;13.25;8;2;329;41.125;2014
144199;2012;2012-10-01;1094;2.9972602739726;2015-09-30;"Completed";"Projects";150000;50045.7038391225;150000;50045.7038391225;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";1;0.33363802559415;0;0;2;0.6672760511883;2014-07-05;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;2;0.6672760511883;2;0.6672760511883;0;0;NA;NA;NA
143529;2012;2012-09-01;790;2.16438356164384;2014-10-31;"Completed";"Careers";68650;31718.0379746835;0;0;"Institution abroad - Denmark";"Denmark";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;4.15822784810127;2013;0;0;0;0;NA;9;4.15822784810127;0;0;9;4.15822784810126;1782;198;2013
141184;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";930000;310283.363802559;930000;310283.363802559;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";1;0.33363802559415;10;3.3363802559415;34;11.3436928702011;2012-05-24;11;3.67001828153565;2012;0;0;NA;0;0;NA;2;0.6672760511883;2012;30;10.0091407678245;2012;3;1.00091407678245;0;0;NA;77;25.6901279707495;50;16.6819012797075;27;9.00822669104206;5353;198.259259259259;2012
142724;2012;2012-09-01;729;1.9972602739726;2014-08-31;"Completed";"Careers";101845;50992.3525377229;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Medical Sciences";"Medical Microbiology";0;0;2;1.00137174211248;6;3.00411522633745;2013-07-21;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.00137174211248;2014;0;0;0;0;NA;8;4.00548696844993;6;3.00411522633745;2;1.00137174211248;220;110;2014
140512;2012;2012-04-01;1124;3.07945205479452;2015-04-30;"Completed";"Projects";440359;142999.141459075;146786.333333333;47666.3804863582;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";3;0.974199288256228;2;0.649466192170819;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;18;5.84519572953737;2012;1;0.324733096085409;0;0;NA;18;5.84519572953737;1;0.324733096085409;17;5.52046263345196;NA;NA;2012
140930;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";358000;119442.413162706;89500;29860.6032906764;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Pathophysiology";4;1.3345521023766;1;0.33363802559415;1;0.33363802559415;2012-06-14;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.00091407678245;2013;0;0;0;0;NA;4;1.3345521023766;1;0.33363802559415;3;1.00091407678245;NA;NA;2013
143766;2012;2012-11-01;425;1.16438356164384;2013-12-31;"Completed";"Projects";195653;168031.4;65217.6666666667;56010.4666666667;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";3;2.57647058823529;1;0.858823529411765;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;12;10.3058823529412;2012;1;0.858823529411761;0;0;NA;12;10.3058823529412;1;0.858823529411761;11;9.44705882352938;NA;NA;2012
142150;2012;2012-04-01;364;0.997260273972603;2013-03-31;"Completed";"Careers";45200;45324.1758241758;0;0;"Institution abroad";NA;"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
142753;2012;2013-02-01;729;1.9972602739726;2015-01-31;"Completed";"Careers";98000;49067.2153635117;0;0;"Institution abroad";NA;"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;4;2.00274348422497;2013-06-05;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.00137174211248;NA;0;0;0;0;NA;6;3.00411522633745;4;2.00274348422497;2;1.00137174211248;138;69;NA
141216;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";537000;179163.619744058;76714.2857142857;25594.8028205798;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";7;2.33546617915905;3;1.00091407678245;1;0.33363802559415;2013-06-03;1;0.33363802559415;2012;0;0;NA;0;0;NA;0;0;NA;5;1.66819012797075;2013;0;0;1;0.33363802559415;2012;8;2.6691042047532;3;1.00091407678245;5;1.66819012797075;NA;NA;2013
143354;2012;2013-01-01;1246;3.41369863013699;2016-05-31;"Completed";"Projects";853716;250085.345104334;426858;125042.672552167;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";2;0.585874799357945;7;2.05056179775281;25;7.32343499197432;2013-02-15;1;0.292937399678973;2013;0;0;NA;1;0.292937399678973;2013-10-29;2;0.585874799357945;2013;13;3.80818619582665;NA;1;0.292937399678972;0;0;NA;42;12.3033707865169;30;8.78812199036917;12;3.51524879614767;NA;NA;2013
144065;2012;2013-02-01;1549;4.24383561643836;2017-04-30;"Completed";"Projects";265000;62443.5119431892;53000;12488.7023886378;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";5;1.17817947062621;3;0.706907682375726;4;0.942543576500968;2014-05-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;4;0.942543576500968;4;0.942543576500968;0;0;NA;NA;NA
143672;2012;2012-07-01;364;0.997260273972603;2013-06-30;"Completed";"Careers";42000;42115.3846153846;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Medical Sciences";"Cardiovascular Research";0;0;0;0;0;0;NA;1;1.00274725274725;2013;0;0;NA;0;0;NA;0;0;NA;5;5.01373626373626;NA;0;0;0;0;NA;6;6.01648351648352;6;6.01648351648351;0;0;NA;NA;NA
142746;2012;2012-07-01;364;0.997260273972603;2013-06-30;"Completed";"Careers";78400;78615.3846153846;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Medical Sciences";"Medical Microbiology";0;0;0;0;1;1.00274725274725;2014-02-27;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;4.01098901098901;2013;0;0;0;0;NA;5;5.01373626373626;1;1.00274725274725;4;4.01098901098901;NA;NA;2013
145241;2012;2013-02-01;180;0.493150684931507;2013-07-31;"Completed";"Science communication";10000;20277.7777777778;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
145358;2012;2013-05-01;729;1.9972602739726;2015-04-30;"Completed";"Careers";140460;70326.3374485597;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;0;0;3;1.50205761316872;2014-07-09;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;2.00274348422497;NA;0;0;0;0;NA;7;3.50480109739369;3;1.50205761316873;4;2.00274348422497;NA;NA;NA
140607;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";442000;147468.007312614;110500;36867.0018281536;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";4;1.3345521023766;4;1.3345521023766;3;1.00091407678245;2012-09-03;0;0;NA;0;0;NA;0;0;NA;0;0;NA;16;5.3382084095064;2012;1;0.33363802559415;0;0;NA;19;6.33912248628885;4;1.3345521023766;15;5.00457038391225;NA;NA;2012
144160;2012;2012-08-01;364;0.997260273972603;2013-07-31;"Completed";"Careers";46100;46226.6483516483;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;1;1.00274725274725;2012-10-30;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;NA;0;0;0;0;NA;2;2.00549450549451;1;1.00274725274725;1;1.00274725274725;40;40;NA
143732;2012;2012-10-01;1094;2.9972602739726;2015-09-30;"Completed";"Projects";587734;196090.411334552;146933.5;49022.602833638;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";4;1.3345521023766;9;3.00274223034735;13;4.33729433272395;2012-11-16;0;0;NA;0;0;NA;2;0.6672760511883;2013-03-12;4;1.3345521023766;2012;17;5.67184643510055;NA;7;2.33546617915905;0;0;NA;36;12.0109689213894;26;8.6745886654479;10;3.3363802559415;466;46.6;2013
145016;2012;2012-10-01;364;0.997260273972603;2013-09-30;"Completed";"Infrastructure";155811;156239.052197802;0;0;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;2;2.00549450549451;3;3.00824175824176;2013-05-22;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;3;3.00824175824176;3;3.00824175824176;0;0;NA;NA;NA
143767;2012;2012-10-01;1094;2.9972602739726;2015-09-30;"Completed";"Projects";544800;181765.996343693;272400;90882.9981718464;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";2;0.6672760511883;2;0.6672760511883;34;11.3436928702011;2012-12-04;0;0;NA;0;0;NA;0;0;NA;0;0;NA;11;3.67001828153565;2013;0;0;0;0;NA;45;15.0137111517367;34;11.3436928702011;11;3.67001828153565;592;53.8181818181818;2013
141177;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";755000;251896.709323583;94375;31487.0886654479;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";8;2.6691042047532;0;0;4;1.3345521023766;2013-08-31;0;0;NA;0;0;NA;0;0;NA;0;0;NA;17;5.67184643510055;2012;1;0.33363802559415;0;0;NA;21;7.00639853747715;5;1.66819012797075;16;5.3382084095064;NA;NA;2012
143929;2012;2013-01-01;1580;4.32876712328767;2017-04-30;"Completed";"Projects";430000;99335.4430379747;71666.6666666667;16555.9071729958;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";6;1.38607594936709;13;3.00316455696202;21;4.85126582278481;2013-04-04;2;0.462025316455696;2015;0;0;NA;0;0;NA;0;0;NA;23;5.31329113924051;2013;2;0.462025316455696;0;0;NA;46;10.626582278481;25;5.7753164556962;21;4.85126582278481;839;39.9523809523809;2013
141053;2012;2012-05-01;1247;3.41643835616438;2015-09-30;"Completed";"Projects";442000;129374.498797113;55250;16171.8123496391;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";8;2.34161988773055;4;1.17080994386528;33;9.65918203688853;2012-07-15;1;0.292702485966319;2014;0;0;NA;5;1.4635124298316;2012-08-20;2;0.585404971932638;2012;18;5.26864474739375;2012;1;0.292702485966319;0;0;NA;59;17.2694466720128;42;12.2935044105854;17;4.97594226142743;776;45.6470588235294;2012
139013;2012;2013-02-01;1460;4;2017-01-31;"Completed";"Careers";1282583;320645.75;128258.3;32064.575;"University of Lausanne - LA";NA;"Biology and Medicine";"General Biology";"Zoology";10;2.5;7;1.75;21;5.25;2013-05-22;6;1.5;2014;0;0;NA;3;0.75;2014-02-05;4;1;2013;23;5.75;NA;9;2.25;0;0;NA;57;14.25;43;10.75;14;3.5;1025;73.2142857142857;2013
144061;2012;2012-11-01;1521;4.16712328767123;2016-12-31;"Completed";"Projects";385000;92389.8750821828;192500;46194.9375410914;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";2;0.479947403024326;4;0.959894806048652;4;0.959894806048652;2013-04-11;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.239973701512163;2013;0;0;0;0;NA;5;1.19986850756082;4;0.959894806048653;1;0.239973701512163;67;67;2013
144495;2012;2012-09-01;180;0.493150684931507;2013-02-28;"Completed";"Science communication";5000;10138.8888888889;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
146612;2012;2013-01-01;364;0.997260273972603;2013-12-31;"Completed";"Careers";46100;46226.6483516483;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Endocrinology";0;0;1;1.00274725274725;1;1.00274725274725;2013-12-17;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;1.00274725274725;1;1.00274725274725;0;0;NA;NA;NA
145007;2012;2013-08-01;517;1.41643835616438;2014-12-31;"Completed";"Infrastructure";1e+06;705996.131528046;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;4;2.82398452611219;3;2.11798839458414;2013-10-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;3;2.11798839458414;3;2.11798839458414;0;0;NA;NA;NA
140940;2012;2012-05-01;1094;2.9972602739726;2015-04-30;"Completed";"Projects";358000;119442.413162706;179000;59721.2065813528;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";2;0.6672760511883;7;2.33546617915905;1;0.33363802559415;2013-11-08;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.6672760511883;2014;0;0;0;0;NA;3;1.00091407678245;1;0.33363802559415;2;0.6672760511883;NA;NA;2014
139155;2012;2012-08-01;1521;4.16712328767123;2016-09-30;"Completed";"Careers";1357219;325696.867192636;135721.9;32569.6867192636;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Cancer Research";10;2.39973701512163;8;1.9197896120973;1;0.239973701512163;2013-09-05;4;0.959894806048652;2014;0;0;NA;0;0;NA;9;2.15976331360947;2014;7;1.67981591058514;2014;5;1.19986850756082;0;0;NA;21;5.03944773175542;19;4.5595003287311;2;0.479947403024326;14;7;2016
145293;2012;2013-01-01;180;0.493150684931507;2013-06-30;"Completed";"Science communication";7000;14194.4444444444;0;0;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;1;2.02777777777778;2013-01-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;1;2.02777777777778;1;2.02777777777778;0;0;NA;NA;NA
144180;2012;2012-12-01;1277;3.4986301369863;2016-05-31;"Completed";"Projects";379100;108356.695379796;63183.3333333333;18059.4492299661;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";6;1.7149569303054;23;6.57400156617071;41;11.7188723570869;2013-01-15;0;0;NA;0;0;NA;2;0.571652310101801;2013-03-13;2;0.571652310101801;2014;35;10.0039154267815;NA;9;2.57243539545811;0;0;NA;80;22.866092404072;54;15.4346123727486;26;7.43148003132342;NA;NA;2013
145079;2012;2012-10-01;60;0.164383561643836;2012-11-30;"Completed";"Careers";7870;47875.8333333333;0;0;"University of Zurich - ZH";NA;"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
145005;2012;2013-01-01;454;1.24383561643836;2014-03-31;"Completed";"Infrastructure";141468;113735.286343612;0;0;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;4;3.215859030837;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;8;6.43171806167401;2014;0;0;0;0;NA;8;6.43171806167401;0;0;8;6.43171806167399;224;28;2014
142964;2012;2012-10-01;546;1.4958904109589;2014-03-31;"Completed";"Careers";302241;202047.554945055;151120.5;101023.777472527;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";2;1.33699633699634;6;4.01098901098901;6;4.01098901098901;2012-10-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;17;11.3644688644689;2012;0;0;0;0;NA;23;15.3754578754579;6;4.01098901098902;17;11.3644688644689;833;49;2012
141162;2012;2012-04-01;1094;2.9972602739726;2015-03-31;"Completed";"Projects";560333;186948.395795247;93388.8333333333;31158.0659658745;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";6;2.0018281535649;12;4.0036563071298;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;2.33546617915905;2013;1;0.33363802559415;0;0;NA;7;2.33546617915905;1;0.33363802559415;6;2.0018281535649;198;33;2013
