"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUncitablePublications";"NrUncitablePublicationsPerYear";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear";"NrTotalUncitableOutputs";"NrTotalUncitableOutputsPerYear";"NrCitablePublications";"NrCitablePublicationsPerYear";"NrCitationsTotal";"NrCitationsPerPublication";"YearFirstCitablePublication"
168476;2016;2016-10-01;668;1.83013698630137;2018-07-31;"Completed";"Careers";159240;87009.8802395209;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;1;0.546407185628742;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
160919;2016;2016-03-01;1216;3.33150684931507;2019-06-30;"Completed";"Programmes";5e+05;150082.236842105;5e+05;150082.236842105;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Methods of Epidemiology and Preventive Medicine";1;0.300164473684211;7;2.10115131578947;1;0.300164473684211;2017-09-11;0;0;NA;0;0;NA;1;0.300164473684211;2017-05-09;2;0.600328947368421;2017;1;0.300164473684211;2018;0;0;1;0.300164473684211;NA;6;1.80098684210526;5;1.50082236842105;1;0.30016447368421;66;66;2018
171510;2016;2017-01-01;180;0.493150684931507;2017-06-30;"Completed";"Careers";79860;161938.333333333;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;1;2.02777777777778;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;4.05555555555556;2017;1;2.02777777777778;0;0;NA;2;4.05555555555556;1;2.02777777777778;1;2.02777777777778;NA;NA;2017
169642;2016;2016-09-01;90;0.246575342465753;2016-11-30;"Completed";"Careers";9500;38527.7777777778;0;0;"Swiss Federal Institute of Aquatic Science and Technology - EAWAG";NA;"Biology and Medicine";"General Biology";"Zoology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
164276;2016;2016-01-01;1095;3;2018-12-31;"Completed";"Projects";716055;238685;143211;47737;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.66666666666667;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.666666666666667;NA;1;0.333333333333333;0;0;NA;2;0.666666666666667;1;0.333333333333333;1;0.333333333333333;11;11;2018
168721;2016;2016-09-01;545;1.49315068493151;2018-02-28;"Completed";"Careers";72800;48755.9633027523;0;0;"Institution abroad - France";"France";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.669724770642202;2020;0;0;0;0;NA;1;0.669724770642202;0;0;1;0.6697247706422;4;4;2020
169848;2016;2017-01-01;1094;2.9972602739726;2019-12-31;"Completed";"Projects";444068;148157.970749543;111017;37039.4926873857;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Paediatrics";4;1.3345521023766;3;1.00091407678245;0;0;NA;0;0;NA;0;0;NA;1;0.33363802559415;2018-03-12;2;0.6672760511883;2018;3;1.00091407678245;2018;0;0;0;0;NA;6;2.0018281535649;3;1.00091407678245;3;1.00091407678245;32;10.6666666666667;2018
166541;2016;2016-09-01;1094;2.9972602739726;2019-08-31;"Completed";"Projects";678000;226206.581352834;226000;75402.1937842779;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";3;1.00091407678245;0;0;2;0.6672760511883;2019-04-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;2.33546617915905;2016;0;0;0;0;NA;9;3.00274223034735;2;0.6672760511883;7;2.33546617915905;188;26.8571428571429;2016
171225;2016;2017-07-01;548;1.5013698630137;2018-12-31;"Completed";"Careers";78100;52019.1605839416;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.99817518248175;2018;0;0;0;0;NA;3;1.99817518248175;0;0;3;1.99817518248175;270;90;2018
166476;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";332461;110921.631627057;166230.5;55460.8158135283;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";2;0.6672760511883;9;3.00274223034735;14;4.6709323583181;2016-06-11;0;0;NA;5;1.66819012797075;2017-09-01;4;1.3345521023766;2016-06-13;22;7.3400365630713;2019;6;2.0018281535649;2017;0;0;2;0.6672760511883;2017;53;17.6828153564899;47;15.6809872029251;6;2.0018281535649;154;25.6666666666667;2017
171568;2016;2017-05-01;548;1.5013698630137;2018-10-31;"Completed";"Careers";78120;52032.4817518248;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;2;1.33211678832117;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.99817518248175;2018;0;0;0;0;NA;3;1.99817518248175;0;0;3;1.99817518248175;432;144;2018
168431;2016;2016-07-01;364;0.997260273972603;2017-06-30;"Completed";"Careers";53350;53496.5659340659;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;0;0;4;4.01098901098901;2017-02-05;1;1.00274725274725;2017;1;1.00274725274725;2018-01-18;0;0;NA;4;4.01098901098901;2018;1;1.00274725274725;2018;0;0;0;0;NA;11;11.0302197802198;10;10.0274725274725;1;1.00274725274725;56;56;2018
172233;2016;2017-05-01;548;1.5013698630137;2018-10-31;"Completed";"Careers";75150;50054.2883211679;0;0;"Institution abroad - Sweden";"Sweden";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;1;0.666058394160584;2018-06-20;0;0;NA;2;1.33211678832117;2019-01-03;0;0;NA;0;0;NA;3;1.99817518248175;2019;0;0;0;0;NA;6;3.9963503649635;3;1.99817518248175;3;1.99817518248175;163;54.3333333333333;2019
173890;2016;2017-06-01;91;0.249315068493151;2017-08-31;"Completed";"Science communication";6000;24065.9340659341;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
166646;2016;2016-08-01;1094;2.9972602739726;2019-07-31;"Completed";"Projects";834000;278254.113345521;278000;92751.3711151737;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";3;1.00091407678245;0;0;1;0.33363802559415;2017-05-14;3;1.00091407678245;2016;0;0;NA;0;0;NA;0;0;NA;4;1.3345521023766;2017;0;0;0;0;NA;8;2.6691042047532;4;1.3345521023766;4;1.3345521023766;59;14.75;2017
169395;2016;2017-09-01;1368;3.74794520547945;2021-05-31;"Completed";"Projects";6e+05;160087.719298246;60000;16008.7719298246;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";10;2.66812865497076;3;0.800438596491228;38;10.1388888888889;2017-09-14;0;0;NA;0;0;NA;1;0.266812865497076;2017-09-14;0;0;NA;32;8.53801169590643;NA;5;1.33406432748538;0;0;NA;71;18.9437134502924;44;11.7397660818714;27;7.20394736842106;NA;NA;2017
166482;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";6e+05;200182.81535649;150000;50045.7038391225;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";4;1.3345521023766;2;0.6672760511883;12;4.0036563071298;2016-11-24;0;0;NA;5;1.66819012797075;2017-05-16;0;0;NA;0;0;NA;14;4.6709323583181;NA;0;0;0;0;NA;31;10.3427787934186;17;5.67184643510055;14;4.6709323583181;1077;76.9285714285714;NA
169542;2016;2017-01-01;1094;2.9972602739726;2019-12-31;"Completed";"Projects";232112;77441.3893967093;232112;77441.3893967093;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"General Biology";"Agricultural and Forestry Sciences";1;0.33363802559415;4;1.3345521023766;5;1.66819012797075;2017-04-27;0;0;NA;0;0;NA;0;0;NA;1;0.33363802559415;2019;4;1.3345521023766;NA;0;0;0;0;NA;10;3.3363802559415;6;2.0018281535649;4;1.3345521023766;62;15.5;NA
166765;2016;2016-09-01;971;2.66027397260274;2019-04-30;"Completed";"Programmes";875448;329081.894953656;109431;41135.236869207;"Research Institute of Organic Agriculture - FiBL";"Switzerland";"Biology and Medicine";"Social Medicine";"Human Ecology";8;3.00720906282183;6;2.25540679711637;16;6.01441812564367;2017-03-01;1;0.375901132852729;2020;0;0;NA;1;0.375901132852729;2021-10-27;11;4.13491246138002;2018;9;3.38311019567456;2017;1;0.375901132852729;0;0;NA;38;14.2842430484037;30;11.2770339855819;8;3.00720906282183;144;18;2018
171540;2016;2017-06-01;851;2.33150684931507;2019-09-30;"Completed";"Careers";223169;95718.7837837838;0;0;"Institution abroad - Sweden";"Sweden";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;2;0.857814336075206;3;1.28672150411281;2018-10-22;0;0;NA;3;1.28672150411281;2018-06-20;1;0.428907168037603;2018-09-28;0;0;NA;6;2.57344300822562;2018;0;0;0;0;NA;13;5.57579318448884;7;3.00235017626322;6;2.57344300822562;260;43.3333333333333;2018
167773;2016;2016-11-01;729;1.9972602739726;2018-10-31;"Completed";"Careers";207710;103997.462277092;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;1;0.500685871056241;3;1.50205761316872;2017-09-24;0;0;NA;0;0;NA;0;0;NA;1;0.500685871056241;2018;2;1.00137174211248;2017;0;0;0;0;NA;6;3.00411522633745;4;2.00274348422497;2;1.00137174211248;238;119;2017
168701;2016;2017-07-01;548;1.5013698630137;2018-12-31;"Completed";"Careers";96318;64153.4124087591;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;2;1.33211678832117;2018-04-16;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;2;1.33211678832117;2;1.33211678832117;0;0;NA;NA;NA
166678;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";834000;278254.113345521;92666.6666666667;30917.1237050579;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";9;3.00274223034735;3;1.00091407678245;0;0;NA;1;0.33363802559415;2019;0;0;NA;0;0;NA;0;0;NA;24;8.0073126142596;2016;1;0.33363802559415;0;0;NA;25;8.34095063985375;2;0.6672760511883;23;7.67367458866546;1228;53.3913043478261;2016
169381;2016;2017-04-01;1095;3;2020-03-31;"Completed";"Projects";292463;97487.6666666667;292463;97487.6666666667;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Medical Microbiology";1;0.333333333333333;6;2;6;2;2018-12-28;0;0;NA;2;0.666666666666667;2019-09-27;0;0;NA;1;0.333333333333333;2020;2;0.666666666666667;2020;0;0;0;0;NA;11;3.66666666666667;9;3;2;0.666666666666667;48;24;2020
170042;2016;2017-01-01;1094;2.9972602739726;2019-12-31;"Completed";"Projects";476864;159099.963436929;158954.666666667;53033.3211456429;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";3;1.00091407678245;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
167037;2016;2017-03-01;1644;4.5041095890411;2021-08-31;"Completed";"Programmes";516088;114581.581508516;103217.6;22916.3163017032;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.11009732360097;4;0.888077858880779;9;1.99817518248175;2017-11-14;0;0;NA;0;0;NA;7;1.55413625304136;2017-09-06;2;0.444038929440389;2018;2;0.444038929440389;2020;0;0;1;0.222019464720195;2021;21;4.66240875912409;19;4.21836982968369;2;0.444038929440389;50;25;2020
172718;2016;2017-09-01;1217;3.33424657534247;2020-12-31;"Completed";"Infrastructure";1166000;349704.190632703;166571.428571429;49957.7415189576;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";7;2.09942481511915;1;0.299917830731306;1;0.299917830731306;2019-05-10;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.299917830731306;2018;0;0;1;0.299917830731306;2021;3;0.899753492193919;2;0.599835661462612;1;0.299917830731306;5;5;2018
166391;2016;2016-06-01;1643;4.5013698630137;2020-11-30;"Completed";"Projects";450500;100080.64516129;225250;50040.3225806452;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Cancer Research";2;0.444309190505173;2;0.444309190505173;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;0.66646378575776;2019;0;0;0;0;NA;3;0.66646378575776;0;0;3;0.66646378575776;95;31.6666666666667;2019
166577;2016;2016-04-01;1124;3.07945205479452;2019-04-30;"Completed";"Projects";343640;111591.28113879;171820;55795.640569395;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Botany";2;0.649466192170819;7;2.27313167259786;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.324733096085409;2019;3;0.974199288256228;2018;0;0;0;0;NA;4;1.29893238434164;1;0.324733096085409;3;0.974199288256228;204;68;2018
167754;2016;2017-03-01;548;1.5013698630137;2018-08-31;"Completed";"Careers";109823;73148.5310218978;0;0;"Institution abroad - Sweden";"Sweden";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;4;2.66423357664234;3;1.99817518248175;2017-09-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2019;0;0;0;0;NA;4;2.66423357664234;3;1.99817518248175;1;0.666058394160583;16;16;2019
173498;2016;2017-01-01;30;0.0821917808219178;2017-01-31;"Completed";"Careers";3250;39541.6666666667;0;0;"Institution abroad";NA;"Biology and Medicine";"Clinical Medicine";"Ophthalmology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
172045;2016;2017-04-01;364;0.997260273972603;2018-03-31;"Completed";"Careers";77750;77963.5989010989;0;0;"Institution abroad - Australia";"Australia";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;2;2.00549450549451;2017-09-07;1;1.00274725274725;2017;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;2018;0;0;0;0;NA;4;4.01098901098901;3;3.00824175824176;1;1.00274725274725;15;15;2018
173687;2016;2017-03-01;30;0.0821917808219178;2017-03-31;"Completed";"Careers";3450;41975;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
165877;2016;2017-01-01;1460;4;2020-12-31;"Completed";"Projects";388680;97170;97170;24292.5;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";4;1;5;1.25;0;0;NA;1;0.25;2017;0;0;NA;1;0.25;2018-11-28;0;0;NA;13;3.25;2017;4;1;0;0;NA;15;3.75;6;1.5;9;2.25;258;28.6666666666667;2017
172178;2016;2017-01-01;545;1.49315068493151;2018-06-30;"Completed";"Careers";78105;52308.8532110092;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.3394495412844;2017;0;0;0;0;NA;2;1.3394495412844;0;0;2;1.3394495412844;278;139;2017
170130;2016;2016-10-01;1094;2.9972602739726;2019-09-30;"Completed";"Projects";834000;278254.113345521;119142.857142857;39750.5876207887;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";7;2.33546617915905;3;1.00091407678245;12;4.0036563071298;2017-03-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;3.00274223034735;2017;0;0;0;0;NA;21;7.00639853747715;12;4.0036563071298;9;3.00274223034735;241;26.7777777777778;2017
169355;2016;2016-11-01;1490;4.08219178082192;2020-11-30;"Completed";"Projects";6e+05;146979.865771812;120000;29395.9731543624;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";5;1.2248322147651;7;1.71476510067114;8;1.95973154362416;2017-10-01;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;1.71476510067114;2017;0;0;0;0;NA;15;3.6744966442953;8;1.95973154362416;7;1.71476510067114;68;9.71428571428571;2017
166652;2016;2016-04-01;1460;4;2020-03-31;"Completed";"Projects";756000;189000;189000;47250;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";4;1;3;0.75;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.25;2016;0;0;0;0;NA;5;1.25;0;0;5;1.25;263;52.6;2016
167883;2016;2017-01-01;1094;2.9972602739726;2019-12-31;"Completed";"Careers";568139;189552.774223035;568139;189552.774223035;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";1;0.33363802559415;2;0.6672760511883;3;1.00091407678245;2017-03-26;0;0;NA;0;0;NA;0;0;NA;1;0.33363802559415;2017;5;1.66819012797075;NA;1;0.33363802559415;2;0.6672760511883;2017;11;3.67001828153565;7;2.33546617915905;4;1.3345521023766;79;19.75;2018
168469;2016;2017-01-01;545;1.49315068493151;2018-06-30;"Completed";"Careers";88950;59572.0183486239;0;0;"Institution abroad - Belgium";"Belgium";"Biology and Medicine";"Clinical Medicine";"Clinical Cardiovascular Research";0;0;5;3.34862385321101;10;6.69724770642202;2017-08-26;2;1.3394495412844;2018;0;0;NA;0;0;NA;1;0.669724770642202;2017;8;5.35779816513761;NA;2;1.3394495412844;0;0;NA;21;14.0642201834862;15;10.045871559633;6;4.0183486238532;700;116.666666666667;2017
166445;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";351780;117367.18464351;117260;39122.39488117;"Università della Svizzera italiana - USI";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";3;1.00091407678245;6;2.0018281535649;2;0.6672760511883;2016-04-15;0;0;NA;0;0;NA;1;0.33363802559415;2018-09-26;5;1.66819012797075;2016;13;4.33729433272395;2016;0;0;3;1.00091407678245;2016;24;8.0073126142596;11;3.67001828153565;13;4.33729433272395;1428;109.846153846154;2016
166435;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";879901;293568.432358318;219975.25;73392.1080895795;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";4;1.3345521023766;13;4.33729433272395;1;0.33363802559415;2016-04-01;4;1.3345521023766;2016;0;0;NA;1;0.33363802559415;2016-04-01;1;0.33363802559415;2016;15;5.00457038391225;NA;1;0.33363802559415;0;0;NA;22;7.3400365630713;8;2.6691042047532;14;4.6709323583181;2256;161.142857142857;2015
171376;2016;2017-12-01;1430;3.91780821917808;2021-10-31;"Completed";"Careers";255626;65247.1958041958;255626;65247.1958041958;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";1;0.255244755244755;4;1.02097902097902;1;0.255244755244755;2020-10-11;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;0.765734265734266;2020;0;0;0;0;NA;4;1.02097902097902;1;0.255244755244755;3;0.765734265734266;25;8.33333333333333;2020
169211;2016;2017-07-01;1552;4.25205479452055;2021-09-30;"Completed";"Projects";314431;73948.012242268;314431;73948.012242268;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";1;0.235180412371134;8;1.88144329896907;2;0.470360824742268;2018-04-08;0;0;NA;1;0.235180412371134;NA;1;0.235180412371134;2021-05-17;2;0.470360824742268;2018;3;0.705541237113402;2018;0;0;0;0;NA;9;2.11662371134021;6;1.4110824742268;3;0.705541237113402;31;10.3333333333333;2018
171806;2016;2017-11-01;545;1.49315068493151;2019-04-30;"Completed";"Careers";104950;70287.6146788991;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;1;0.669724770642202;2018-11-10;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.669724770642202;2020;0;0;1;0.669724770642202;2020;3;2.00917431192661;2;1.3394495412844;1;0.6697247706422;97;97;2020
166679;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";826305;275686.768738574;206576.25;68921.6921846435;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";4;1.3345521023766;1;0.33363802559415;7;2.33546617915905;2017-02-02;0;0;NA;0;0;NA;0;0;NA;1;0.33363802559415;2016;8;2.6691042047532;2016;0;0;0;0;NA;16;5.3382084095064;8;2.6691042047532;8;2.6691042047532;604;75.5;2016
165860;2016;2017-01-01;1094;2.9972602739726;2019-12-31;"Completed";"Projects";388680;129678.427787934;194340;64839.2138939671;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";2;0.6672760511883;5;1.66819012797075;15;5.00457038391225;2017-01-24;0;0;NA;3;1.00091407678245;2022-03-22;0;0;NA;1;0.33363802559415;2018;10;3.3363802559415;2016;0;0;4;1.3345521023766;2018;33;11.0100548446069;23;7.67367458866546;10;3.3363802559415;75;7.5;2016
168689;2016;2017-03-01;548;1.5013698630137;2018-08-31;"Completed";"Careers";96300;64141.4233576642;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;2;1.33211678832117;2018-01-10;1;0.666058394160584;2018;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;3;1.99817518248175;3;1.99817518248175;0;0;NA;NA;NA
170794;2016;2017-09-01;1672;4.58082191780822;2022-03-31;"Completed";"Infrastructure";950000;207386.363636364;0;0;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;7;1.52811004784689;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;8;1.74641148325359;2017;0;0;0;0;NA;8;1.74641148325359;0;0;8;1.74641148325359;437;54.625;2017
171525;2016;2017-09-01;302;0.827397260273973;2018-06-30;"Completed";"Careers";85203;102977.135761589;85203;102977.135761589;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";1;1.20860927152318;6;7.25165562913907;5;6.04304635761589;2018-02-01;1;1.20860927152318;2018;0;0;NA;0;0;NA;0;0;NA;7;8.46026490066225;2018;0;0;0;0;NA;13;15.7119205298013;6;7.25165562913907;7;8.46026490066225;121;17.2857142857143;2018
166580;2016;2016-04-01;1094;2.9972602739726;2019-03-31;"Completed";"Projects";6e+05;200182.81535649;1e+05;33363.802559415;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";6;2.0018281535649;5;1.66819012797075;1;0.33363802559415;2018-06-13;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;2.0018281535649;2016;0;0;0;0;NA;7;2.33546617915905;1;0.33363802559415;6;2.0018281535649;89;14.8333333333333;2016
167803;2016;2016-08-01;729;1.9972602739726;2018-07-31;"Completed";"Careers";150000;75102.8806584362;0;0;"Institution abroad - Germany";"Germany";"Biology and Medicine";"Clinical Medicine";"Clinical Cardiovascular Research";0;0;0;0;5;2.50342935528121;2016-11-16;1;0.500685871056241;2019;0;0;NA;0;0;NA;1;0.500685871056241;2017;61;30.5418381344307;NA;37;18.525377229081;0;0;NA;68;34.0466392318244;44;22.0301783264747;24;12.0164609053498;1094;45.5833333333333;2016
170153;2016;2016-10-01;1094;2.9972602739726;2019-09-30;"Completed";"Projects";918000;306279.70749543;183600;61255.9414990859;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.66819012797075;4;1.3345521023766;1;0.33363802559415;2018-06-09;0;0;NA;0;0;NA;5;1.66819012797075;2017-08-29;0;0;NA;8;2.6691042047532;2016;0;0;0;0;NA;14;4.6709323583181;6;2.0018281535649;8;2.6691042047532;378;47.25;2016
172496;2016;2016-12-01;61;0.167123287671233;2017-01-31;"Completed";"Careers";6500;38893.4426229508;0;0;"Institution abroad";NA;"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
172630;2016;2017-01-01;1094;2.9972602739726;2019-12-31;"Completed";"Infrastructure";639400;213328.153564899;213133.333333333;71109.3845216332;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Medical Microbiology";3;1.00091407678245;1;0.33363802559415;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
165954;2016;2016-06-01;1094;2.9972602739726;2019-05-31;"Completed";"Projects";430500;143631.170018282;430500;143631.170018282;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Immunology and Immunopathology";1;0.33363802559415;6;2.0018281535649;16;5.3382084095064;2016-06-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;21;7.00639853747715;2016;1;0.33363802559415;0;0;NA;37;12.3446069469835;17;5.67184643510055;20;6.672760511883;647;32.35;2016
172463;2016;2017-03-01;1187;3.25205479452055;2020-05-31;"Completed";"Programmes";438732;134909.165964617;109683;33727.2914911542;"Research Institutes Agroscope - AGS";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";4;1.22999157540017;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;0;0;NA;0;0;0;0;0;0;NA;NA;NA
