"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear"
153460;2014;2015-01-01;1460;4;2018-12-31;"Completed";"Projects";327000;81750;163500;40875;"University of Neuchatel - NE";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";2;0.5;7;1.75;6;1.5;2015-11-20;1;0.25;2017;0;0;NA;3;0.75;2016-06-13;0;0;NA;7;1.75;2017;0;0;NA;17;4.25
156823;2014;2014-10-01;1095;3;2017-09-30;"Completed";"Projects";679198;226399.333333333;169799.5;56599.8333333333;"Swiss Institute of Allergy and Asthma Research - SIAF";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";4;1.33333333333333;5;1.66666666666667;11;3.66666666666667;2015-03-12;5;1.66666666666667;2015;0;0;NA;0;0;NA;0;0;NA;110;36.6666666666667;2014;1;0.333333333333333;2015;127;42.3333333333333
176190;2017;2017-10-01;1460;4;2021-09-30;"Completed";"Projects";632000;158000;90285.7142857143;22571.4285714286;"Swiss Institute of Allergy and Asthma Research - SIAF";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";7;1.75;10;2.5;4;1;2018-03-14;12;3;2017;0;0;NA;4;1;2018-03-17;60;15;2018;134;33.5;2017;2;0.5;2018;216;54
195694;2020;2021-07-01;548;1.5013698630137;2022-12-31;"Completed";"Careers";71470;47603.1934306569;0;0;"Institution abroad - France";"France";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;1;0.666058394160584;2;1.33211678832117;2021-09-19;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2021;3;1.99817518248175
147894;2013;2013-09-01;545;1.49315068493151;2015-02-28;"Completed";"Careers";95750;64126.1467889908;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;2;1.3394495412844;2;1.3394495412844;2014-08-24;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.669724770642202;2014;0;0;NA;3;2.00917431192661
143141;2012;2013-05-01;1460;4;2017-04-30;"Completed";"Programmes";463535;115883.75;154511.666666667;38627.9166666667;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";3;0.75;16;4;49;12.25;2013-06-07;0;0;NA;0;0;NA;6;1.5;2014-01-23;6;1.5;2014;11;2.75;2014;0;0;NA;72;18
148579;2013;2013-09-01;545;1.49315068493151;2015-02-28;"Completed";"Careers";67250;45038.9908256881;0;0;"Institution abroad - Singapore";"Singapore";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;1;0.669724770642202;1;0.669724770642202;2014-10-26;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.669724770642202
158118;2014;2014-10-01;1095;3;2017-09-30;"Completed";"Careers";180000;60000;0;0;"University of Geneva - GE";NA;"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";0;0;2;0.666666666666667;10;3.33333333333333;2015-01-29;5;1.66666666666667;2015;0;0;NA;0;0;NA;0;0;NA;2;0.666666666666667;2017;0;0;NA;17;5.66666666666667
171131;2016;2016-09-01;90;0.246575342465753;2016-11-30;"Completed";"Careers";9500;38527.7777777778;0;0;"University of Fribourg - FR";NA;"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
152167;2014;2015-01-01;1095;3;2017-12-31;"Completed";"Programmes";1817220;605740;201913.333333333;67304.4444444445;"University of Berne - BE";"Switzerland";"Biology and Medicine";"General Biology";"Environmental Research";9;3;39;13;28;9.33333333333333;2015-04-21;0;0;NA;0;0;NA;24;8;2015-07-29;15;5;2015;4;1.33333333333333;2015;0;0;NA;71;23.6666666666667
177592;2017;2018-01-01;1276;3.4958904109589;2021-06-30;"Completed";"Programmes";1725309;493524.909874608;156846.272727273;44865.9008976917;"University of Berne - BE";"Switzerland";"Biology and Medicine";"General Biology";"Environmental Research";11;3.14655172413793;67;19.1653605015674;46;13.1583072100313;2018-03-03;0;0;NA;6;1.71630094043887;2019-08-10;38;10.8699059561129;2018-02-28;30;8.58150470219436;2018;32;9.15360501567398;2018;0;0;NA;152;43.4796238244514
184202;2018;2019-05-01;610;1.67123287671233;2020-12-31;"Completed";"Careers";88700;53074.5901639344;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;2;1.19672131147541;0;0;NA;1;0.598360655737705;2020;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.598360655737705
199292;2020;2021-04-01;547;1.4986301369863;2022-09-30;"Completed";"Careers";78500;52381.1700182815;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;9;6.0054844606947;2;1.3345521023766;2022-06-12;1;0.6672760511883;2021;0;0;NA;0;0;NA;0;0;NA;9;6.0054844606947;NA;1;0.6672760511883;2022;13;8.6745886654479
148112;2013;2014-03-01;1521;4.16712328767123;2018-04-30;"Completed";"Careers";542706;130235.16765286;271353;65117.58382643;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";2;0.479947403024326;5;1.19986850756082;0;0;NA;1;0.239973701512163;2017;0;0;NA;1;0.239973701512163;2015-11-26;4;0.959894806048652;2015;6;1.43984220907298;NA;0;0;NA;12;2.87968441814596
164460;2015;2016-04-01;943;2.58356164383562;2018-10-31;"Completed";"Careers";266792;103265.196182397;266792;103265.196182397;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";1;0.387062566277837;0;0;2;0.774125132555673;2018-06-11;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.774125132555673
188516;2019;2019-09-01;90;0.246575342465753;2019-11-30;"Completed";"Science communication";7200;29200;0;0;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Veterinary Medicine";0;0;4;16.2222222222222;1;4.05555555555556;2019-10-24;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;4.05555555555556
161929;2015;2016-03-01;548;1.5013698630137;2017-08-31;"Completed";"Careers";108250;72100.8211678832;0;0;"Institution abroad - Australia";"Australia";"Biology and Medicine";"Clinical Medicine";"Otorhinolaryngology";0;0;0;0;1;0.666058394160584;2017-07-16;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2017;0;0;NA;1;0.666058394160584;2017;3;1.99817518248175
189898;2019;2019-06-01;29;0.0794520547945206;2019-06-30;"Completed";"Science communication";3100;39017.2413793103;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
204133;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";1723;21686.0344827586;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
202596;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";2500;33796.2962962963;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
163966;2016;2017-01-01;1460;4;2020-12-31;"Completed";"Careers";1607200;401800;229600;57400;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";7;1.75;7;1.75;25;6.25;2017-01-23;1;0.25;2019;1;0.25;2021-01-22;0;0;NA;1;0.25;2018;14;3.5;NA;0;0;NA;42;10.5
194807;2020;2021-01-01;729;1.9972602739726;2022-12-31;"Completed";"Careers";8e+05;400548.696844993;114285.714285714;57221.2424064276;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";7;3.50480109739369;4;2.00274348422497;6;3.00411522633745;2021-03-25;1;0.500685871056241;2022;0;0;NA;0;0;NA;0;0;NA;8;4.00548696844993;2021;0;0;NA;15;7.51028806584362
190006;2019;2019-03-01;30;0.0821917808219178;2019-03-31;"Completed";"Science communication";1938;23579;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Rehabilitation";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
167412;2016;2017-04-01;2100;5.75342465753425;2022-12-31;"Completed";"Programmes";428202;74425.5857142857;214101;37212.7928571429;"Swiss Paraplegic Research - SPF";"Switzerland";"Biology and Medicine";"Social Medicine";"Rehabilitation";2;0.347619047619048;6;1.04285714285714;10;1.73809523809524;2017-10-16;0;0;NA;0;0;NA;5;0.869047619047619;2018-01-18;1;0.173809523809524;2021;10;1.73809523809524;2018;1;0.173809523809524;NA;27;4.69285714285714
204015;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";2123;25829.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Rehabilitation";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
198859;2020;2020-07-01;30;0.0821917808219178;2020-07-31;"Completed";"Science communication";1711;20817.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Rehabilitation";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
160123;2015;2015-06-01;1217;3.33424657534247;2018-09-30;"Completed";"Projects";6e+05;179950.698438784;66666.6666666667;19994.5220487538;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"General Biology";"Botany";9;2.69926047658176;5;1.49958915365653;16;4.7986852917009;2015-06-09;0;0;NA;0;0;NA;0;0;NA;1;0.299917830731306;2018;7;2.09942481511915;2015;0;0;NA;24;7.19802793755136
141260;2012;2012-05-01;1094;2.9972602739726;2015-04-30;"Completed";"Projects";564000;188171.846435101;282000;94085.9232175503;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";2;0.6672760511883;6;2.0018281535649;11;3.67001828153565;2012-07-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;8;2.6691042047532;2012;0;0;NA;19;6.33912248628885
173134;2017;2017-08-01;1825;5;2022-07-31;"Completed";"Projects";7e+05;140000;175000;35000;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Pathophysiology";4;0.8;0;0;3;0.6;2020-03-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;15;3;2017;2;0.4;2017;20;4
159746;2015;2015-04-01;1095;3;2018-03-31;"Completed";"Projects";213919;71306.3333333333;213919;71306.3333333333;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";1;0.333333333333333;1;0.333333333333333;15;5;2015-06-23;0;0;NA;0;0;NA;1;0.333333333333333;2016-06-20;1;0.333333333333333;2015;11;3.66666666666667;2015;0;0;NA;28;9.33333333333333
194000;2020;2020-01-01;30;0.0821917808219178;2020-01-31;"Completed";"Science communication";1218;14819;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
142187;2012;2012-08-01;729;1.9972602739726;2014-07-31;"Completed";"Careers";155000;77606.3100137174;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;4;2.00274348422497;12;6.0082304526749;2012-09-19;9;4.50617283950617;2012;1;0.500685871056241;2021-04-29;8;4.00548696844993;2013-02-26;2;1.00137174211248;2013;1;0.500685871056241;2022;1;0.500685871056241;2021;34;17.0233196159122
144610;2012;2012-06-01;851;2.33150684931507;2014-09-30;"Completed";"Programmes";570000;244477.085781434;0;0;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
194480;2020;2020-11-01;729;1.9972602739726;2022-10-31;"Completed";"Careers";97000;48566.5294924554;0;0;"Institution abroad - Israel";"Israel";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
175154;2017;2017-09-01;364;0.997260273972603;2018-08-31;"Completed";"Careers";70300;70493.1318681319;0;0;"Institution abroad - Israel";"Israel";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
146786;2013;2013-07-01;1095;3;2016-06-30;"Completed";"Projects";237779;79259.6666666667;118889.5;39629.8333333333;"Swiss Federal Institute for Forest, Snow and Landscape Research  - WSL";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";2;0.666666666666667;8;2.66666666666667;11;3.66666666666667;2014-03-14;0;0;NA;0;0;NA;1;0.333333333333333;2016-05-10;1;0.333333333333333;2016;6;2;NA;0;0;NA;19;6.33333333333333
147088;2013;2013-06-01;1095;3;2016-05-31;"Completed";"Projects";699222;233074;116537;38845.6666666667;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";6;2;3;1;0;0;NA;1;0.333333333333333;2016;0;0;NA;0;0;NA;0;0;NA;7;2.33333333333333;NA;0;0;NA;8;2.66666666666667
156724;2014;2015-04-01;1460;4;2019-03-31;"Completed";"Projects";871821;217955.25;124545.857142857;31136.4642857143;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";7;1.75;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;1.5;2016;0;0;NA;6;1.5
166394;2016;2016-06-01;1094;2.9972602739726;2019-05-31;"Completed";"Projects";834000;278254.113345521;83400;27825.4113345521;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";10;3.3363802559415;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;3.00274223034735;2017;0;0;NA;9;3.00274223034735
198749;2020;2020-12-01;30;0.0821917808219178;2020-12-31;"Completed";"Science communication";5089;61916.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
185379;2019;2019-06-01;1095;3;2022-05-31;"Completed";"Projects";727895;242631.666666667;121315.833333333;40438.6111111111;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";6;2;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;11;3.66666666666667;2019;0;0;NA;11;3.66666666666667
151517;2014;2014-04-01;730;2;2016-03-31;"Completed";"Science communication";206209;103104.5;41241.8;20620.9;"Zurich University of Applied Sciences - ZHAW";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";5;2.5;14;7;0;0;NA;0;0;NA;0;0;NA;0;0;NA;32;16;2014;0;0;NA;0;0;NA;32;16
199556;2020;2021-07-01;548;1.5013698630137;2022-12-31;"Completed";"Careers";81500;54283.7591240876;0;0;"Institution abroad";NA;"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;4;2.66423357664234;2021-10-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;2.66423357664234
144060;2012;2013-02-01;1460;4;2017-01-31;"Completed";"Projects";390000;97500;195000;48750;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";2;0.5;0;0;1;0.25;2015-06-22;1;0.25;2015;0;0;NA;0;0;NA;0;0;NA;3;0.75;2015;0;0;NA;5;1.25
172885;2017;2018-01-01;1519;4.16164383561644;2022-02-28;"Completed";"Projects";525000;126152.073732719;175000;42050.6912442396;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";3;0.720868992758394;2;0.480579328505596;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;0.720868992758394;2021;0;0;NA;3;0.720868992758394
143232;2012;2012-10-01;456;1.24931506849315;2013-12-31;"Completed";"Careers";261079;208977.708333333;130539.5;104488.854166667;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";2;1.60087719298246;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
171514;2016;2017-04-01;729;1.9972602739726;2019-03-31;"Completed";"Careers";106320;53232.9218106996;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.00137174211248;2016;0;0;NA;2;1.00137174211248
186351;2018;2019-05-01;183;0.501369863013699;2019-10-31;"Completed";"Science communication";18500;36898.9071038251;0;0;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;1;1.99453551912568;1;1.99453551912568;2019-06-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;3.98907103825137;2020;0;0;NA;3;5.98360655737705
182492;2018;2018-10-01;1187;3.25205479452055;2021-12-31;"Completed";"Projects";447481;137599.465037911;111870.25;34399.8662594777;"Cantonal hospital of St.Gallen - KSPSG";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";4;1.22999157540017;0;0;3;0.922493681550126;2018-12-01;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.307497893850042;2021;0;0;NA;4;1.22999157540017
143924;2012;2013-02-01;1094;2.9972602739726;2016-01-31;"Completed";"Projects";390000;130118.829981718;195000;65059.4149908592;"Cantonal hospital of St.Gallen - KSPSG";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";2;0.6672760511883;2;0.6672760511883;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;12;4.0036563071298;2013;0;0;NA;12;4.0036563071298
144941;2012;2012-07-01;30;0.0821917808219178;2012-07-31;"Completed";"Careers";3180;38690;0;0;"University of Berne - BE";NA;"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
144856;2013;2013-10-01;1460;4;2017-09-30;"Completed";"Careers";1169391;292347.75;233878.2;58469.55;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Surgery";5;1.25;11;2.75;146;36.5;2013-10-10;3;0.75;2015;0;0;NA;0;0;NA;2;0.5;2014;67;16.75;NA;4;1;NA;222;55.5
149306;2013;2014-03-01;1217;3.33424657534247;2017-06-30;"Completed";"Projects";610539;183111.532456861;122107.8;36622.3064913722;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"General Biology";"Botany";5;1.49958915365653;12;3.59901396877568;8;2.39934264585045;2014-06-12;1;0.299917830731306;2016;0;0;NA;1;0.299917830731306;2016-05-30;2;0.599835661462613;2016;10;2.99917830731306;NA;0;0;NA;22;6.59819227608874
188766;2019;2019-07-01;914;2.5041095890411;2021-12-31;"Completed";"Science communication";50000;19967.1772428884;0;0;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;2;0.798687089715536;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.399343544857768;2021;0;0;NA;0;0;NA;1;0.399343544857768
166349;2016;2016-10-01;1094;2.9972602739726;2019-09-30;"Completed";"Projects";192900;64358.7751371115;96450;32179.3875685558;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"General Biology";"Botany";2;0.6672760511883;2;0.6672760511883;7;2.33546617915905;2016-11-10;0;0;NA;1;0.33363802559415;2020-12-31;0;0;NA;9;3.00274223034735;2017;4;1.3345521023766;2018;0;0;NA;21;7.00639853747715
159847;2015;2015-10-01;1218;3.33698630136986;2019-01-31;"Completed";"Projects";598566;179373.226600985;99761;29895.5377668309;"University of Fribourg - FR";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";6;1.79802955665025;7;2.09770114942529;22;6.5927750410509;2015-10-02;5;1.49835796387521;2015;0;0;NA;0;0;NA;4;1.19868637110016;2017;17;5.0944170771757;2017;3;0.899014778325123;2015;51;15.2832512315271
145003;2012;2012-12-01;364;0.997260273972603;2013-11-30;"Completed";"Infrastructure";275835;276592.788461538;0;0;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;2;2.00549450549451;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;9.02472527472527;NA;0;0;NA;9;9.02472527472527
163240;2015;2016-01-01;1460;4;2019-12-31;"Completed";"Projects";423118;105779.5;211559;52889.75;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Cardiovascular Diseases";2;0.5;4;1;8;2;2018-03-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1;2017;0;0;NA;12;3
148803;2013;2014-09-01;1095;3;2017-08-31;"Completed";"Programmes";230000;76666.6666666667;76666.6666666667;25555.5555555556;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";3;1;3;1;8;2.66666666666667;2015-09-08;0;0;NA;0;0;NA;3;1;2016-09-02;4;1.33333333333333;2016;1;0.333333333333333;NA;0;0;NA;16;5.33333333333333
173565;2017;2018-05-01;1095;3;2021-04-30;"Completed";"Projects";383456;127818.666666667;191728;63909.3333333333;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";2;0.666666666666667;1;0.333333333333333;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
190779;2019;2019-12-01;730;2;2021-11-30;"Completed";"Projects";96860;48430;48430;24215;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";2;1;3;1.5;2;1;2020-10-21;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.5;2022;0;0;NA;3;1.5
143769;2012;2013-02-01;1337;3.66301369863014;2016-09-30;"Completed";"Projects";346000;94457.7412116679;173000;47228.870605834;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";2;0.545998504113687;2;0.545998504113687;6;1.63799551234106;2014-10-13;3;0.818997756170531;2015;0;0;NA;0;0;NA;0;0;NA;10;2.72999252056844;2014;0;0;NA;19;5.18698578908003
147153;2013;2013-06-01;1460;4;2017-05-31;"Completed";"Projects";262960;65740;65740;16435;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";4;1;3;0.75;7;1.75;2014-12-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1;2014;0;0;NA;11;2.75
181473;2018;2018-09-01;546;1.4958904109589;2020-02-29;"Completed";"Careers";103850;69423.5347985348;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;2;1.33699633699634;2018-09-01;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.33699633699634
179646;2017;2018-05-01;91;0.249315068493151;2018-07-31;"Completed";"Science communication";15950;63975.2747252747;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;9;36.0989010989011;1;4.01098901098901;2018-06-06;0;0;NA;0;0;NA;1;4.01098901098901;2018-06-06;1;4.01098901098901;2018;1;4.01098901098901;2019;0;0;NA;4;16.043956043956
159867;2015;2015-04-01;1278;3.5013698630137;2018-09-30;"Completed";"Projects";452876;129342.519561815;113219;32335.6298904538;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";4;1.14241001564945;2;0.571205007824726;6;1.71361502347418;2015-08-16;2;0.571205007824726;2015;0;0;NA;0;0;NA;2;0.571205007824726;2015;5;1.42801251956182;NA;3;0.856807511737089;2015;18;5.14084507042254
151504;2014;2014-11-01;1034;2.83287671232877;2017-08-31;"Completed";"Science communication";192000;67775.6286266925;192000;67775.6286266925;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Social Medicine";"Medical Statistics";1;0.352998065764023;2;0.705996131528046;0;0;NA;0;0;NA;0;0;NA;0;0;NA;19;6.70696324951644;2015;0;0;NA;0;0;NA;19;6.70696324951644
167654;2016;2016-09-01;364;0.997260273972603;2017-08-31;"Completed";"Careers";55970;56123.7637362637;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;1;1.00274725274725;2017-07-16;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;2016;0;0;NA;2;2.00549450549451
154624;2014;2014-09-01;730;2;2016-08-31;"Completed";"Careers";102530;51265;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;1;0.5;1;0.5;2015-08-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1;2015;0;0;NA;3;1.5
184729;2019;2019-04-01;1460;4;2023-03-31;"Completed";"Projects";846720;211680;70560;17640;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";12;3;0;0;29;7.25;2019-06-17;10;2.5;2020;2;0.5;NA;12;3;2019-09-14;1;0.25;2022;18;4.5;2019;5;1.25;2019;77;19.25
189927;2019;2019-12-01;90;0.246575342465753;2020-02-29;"Completed";"Science communication";20900;84761.1111111111;0;0;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;15;60.8333333333333;1;4.05555555555556;2020-01-22;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;4.05555555555556;2020;0;0;NA;2;8.11111111111111
