"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear"
149634;2013;2014-01-01;1095;3;2016-12-31;"Completed";"Projects";749688;249896;149937.6;49979.2;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";5;1.66666666666667;4;1.33333333333333;6;2;2014-03-26;0;0;NA;0;0;NA;0;0;NA;2;0.666666666666667;2014;11;3.66666666666667;2014;0;0;NA;19;6.33333333333333
204665;2021;2022-09-01;180;0.493150684931507;2023-02-28;"Completed";"Science communication";19600;39744.4444444444;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Geriatrics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
180190;2017;2019-05-01;1095;3;2022-04-30;"Completed";"Programmes";217140;72380;217140;72380;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";1;0.333333333333333;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
146722;2013;2013-06-01;1705;4.67123287671233;2018-01-31;"Completed";"Projects";262960;56293.4897360704;52592;11258.6979472141;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.07038123167155;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.07038123167155;2016;0;0;NA;5;1.07038123167155
150754;2013;2013-10-01;181;0.495890410958904;2014-03-31;"Completed";"Careers";77488;156260.331491713;77488;156260.331491713;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";1;2.01657458563536;3;6.04972375690608;3;6.04972375690608;2014-01-11;0;0;NA;0;0;NA;0;0;NA;1;2.01657458563536;2014;7;14.1160220994475;NA;0;0;NA;11;22.1823204419889
157023;2014;2014-11-01;1460;4;2018-10-31;"Completed";"Projects";707411;176852.75;141482.2;35370.55;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";5;1.25;0;0;1;0.25;2019-02-24;0;0;NA;0;0;NA;0;0;NA;2;0.5;2019;4;1;2016;0;0;NA;7;1.75
150134;2013;2014-01-01;1460;4;2017-12-31;"Completed";"Projects";449000;112250;149666.666666667;37416.6666666667;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";3;0.75;2;0.5;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
200201;2020;2021-09-01;211;0.578082191780822;2022-03-31;"Completed";"Careers";81500;140983.412322275;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;0;0;1;1.72985781990521;2022-01-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.72985781990521
172242;2016;2017-08-01;548;1.5013698630137;2019-01-31;"Completed";"Careers";74600;49687.9562043796;0;0;"Institution abroad - Denmark";"Denmark";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;1;0.666058394160584;2018-09-16;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;NA;0;0;NA;2;1.33211678832117
156019;2014;2014-10-01;1095;3;2017-09-30;"Completed";"Projects";264666;88222;88222;29407.3333333333;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Ophthalmology";3;1;4;1.33333333333333;3;1;2015-10-01;2;0.666666666666667;2016;0;0;NA;0;0;NA;0;0;NA;22;7.33333333333333;NA;0;0;NA;27;9
166697;2016;2016-11-01;1094;2.9972602739726;2019-10-31;"Completed";"Projects";443674;148026.517367459;221837;74013.2586837294;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Pharmacology, Pharmacy";2;0.6672760511883;1;0.33363802559415;7;2.33546617915905;2018-05-28;1;0.33363802559415;2018;0;0;NA;0;0;NA;0;0;NA;4;1.3345521023766;2019;0;0;NA;12;4.0036563071298
147651;2013;2014-03-01;1187;3.25205479452055;2017-05-31;"Completed";"Programmes";1117629;343668.563605729;159661.285714286;49095.5090865327;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";7;2.15248525695029;5;1.53748946925021;21;6.45745577085088;2014-09-11;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.22999157540017;2017;0;0;NA;25;7.68744734625105
175549;2017;2018-04-01;1643;4.5013698630137;2022-09-30;"Completed";"Projects";7e+05;155508.216676811;140000;31101.6433353621;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";5;1.11077297626293;4;0.888618381010347;6;1.33292757151552;2018-07-07;4;0.888618381010347;2019;1;0.222154595252587;2022-03-21;0;0;NA;0;0;NA;14;3.11016433353621;2019;0;0;NA;25;5.55386488131467
190179;2019;2020-02-01;454;1.24383561643836;2021-04-30;"Completed";"Projects";92800;74607.9295154185;92800;74607.9295154185;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";1;0.803964757709251;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.803964757709251;2021;0;0;NA;1;0.803964757709251
168295;2016;2017-02-01;545;1.49315068493151;2018-07-31;"Completed";"Careers";78400;52506.4220183486;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Clinical Medicine";"Clinical Cancer Research";0;0;1;0.669724770642202;1;0.669724770642202;2018-04-20;0;0;NA;0;0;NA;0;0;NA;1;0.669724770642202;2018;2;1.3394495412844;2018;0;0;NA;4;2.67889908256881
148608;2013;2013-09-01;486;1.33150684931507;2014-12-31;"Completed";"Careers";76900;57754.1152263374;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;3;2.25308641975309;2014-06-20;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.751028806584362;2015;0;0;NA;4;3.00411522633745
158505;2014;2015-07-01;274;0.750684931506849;2016-03-31;"Completed";"Careers";70800;94313.8686131387;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;2;2.66423357664234;2015-10-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;2.66423357664234
173467;2016;2017-01-01;58;0.158904109589041;2017-02-28;"Completed";"Careers";6500;40905.1724137931;0;0;"Institution abroad";NA;"Biology and Medicine";"Clinical Medicine";"Gynaecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
162179;2015;2015-11-01;365;1;2016-10-31;"Completed";"Careers";62940;62940;0;0;"Institution abroad - France";"France";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;2;2018;0;0;NA;2;2
142628;2012;2013-09-01;1490;4.08219178082192;2017-09-30;"Completed";"Careers";578812;141789.516778523;192937.333333333;47263.1722595078;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";3;0.73489932885906;2;0.48993288590604;4;0.97986577181208;2015-03-10;1;0.24496644295302;2013;0;0;NA;0;0;NA;0;0;NA;8;1.95973154362416;2014;1;0.24496644295302;2015;14;3.42953020134228
186348;2018;2018-12-01;30;0.0821917808219178;2018-12-31;"Completed";"Science communication";3960;48180;0;0;NA;"Germany";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206218;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1731;21786.724137931;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206217;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1974;24845.1724137931;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206224;2021;2021-04-01;29;0.0794520547945206;2021-04-30;"Completed";"Science communication";2310;29074.1379310345;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206222;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1350;16991.3793103448;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206221;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1054;13265.8620689655;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206219;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1696;21346.2068965517;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206220;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";1519;19118.4482758621;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206223;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";1966;23919.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
152085;2014;2015-01-01;1095;3;2017-12-31;"Completed";"Programmes";1622100;540700;135175;45058.3333333333;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";12;4;8;2.66666666666667;3;1;2015-11-12;1;0.333333333333333;2017;0;0;NA;8;2.66666666666667;2015-06-02;7;2.33333333333333;2015;0;0;NA;0;0;NA;19;6.33333333333333
192909;2019;2020-02-01;880;2.41095890410959;2022-06-30;"Completed";"Programmes";99947;41455.2897727273;99947;41455.2897727273;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Environmental Research";1;0.414772727272727;4;1.65909090909091;0;0;NA;0;0;NA;0;0;NA;2;0.829545454545455;2021-11-24;0;0;NA;0;0;NA;0;0;NA;2;0.829545454545455
177588;2017;2018-01-01;1641;4.4958904109589;2022-06-30;"Completed";"Programmes";1615755;359384.87202925;323151;71876.9744058501;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";5;1.1121267519805;24;5.3382084095064;20;4.448507007922;2018-01-16;2;0.4448507007922;2018;0;0;NA;20;4.448507007922;2018-01-08;40;8.897014015844;2018;29;6.4503351614869;NA;1;0.2224253503961;2018;112;24.9116392443632
182326;2018;2018-10-01;1460;4;2022-09-30;"Completed";"Projects";904000;226000;180800;45200;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";5;1.25;0;0;5;1.25;2019-06-14;0;0;NA;1;0.25;NA;0;0;NA;1;0.25;2022;3;0.75;NA;0;0;NA;10;2.5
185897;2018;2018-10-01;1460;4;2022-09-30;"Completed";"Programmes";12834760;3208690;0;0;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
150704;2014;2014-05-01;1705;4.67123287671233;2018-12-31;"Completed";"Careers";1671100;357742.815249267;208887.5;44717.8519061584;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";8;1.71260997067449;4;0.856304985337244;12;2.56891495601173;2015-05-28;0;0;NA;0;0;NA;0;0;NA;1;0.214076246334311;2017;7;1.49853372434018;NA;0;0;NA;20;4.28152492668622
178114;2017;2018-01-01;545;1.49315068493151;2019-06-30;"Completed";"Careers";76350;51133.4862385321;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;3;2.00917431192661;2;1.3394495412844;2018-07-27;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.3394495412844;2018;0;0;NA;4;2.67889908256881
186728;2019;2019-07-01;608;1.66575342465753;2021-02-28;"Completed";"Careers";85500;51328.125;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;5;3.00164473684211;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;10;6.00328947368421;2019;0;0;NA;10;6.00328947368421
155374;2014;2015-11-01;730;2;2017-10-31;"Completed";"Careers";106600;53300;0;0;"Institution abroad";NA;"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;1;0.5;1;0.5;2015-12-10;0;0;NA;0;0;NA;1;0.5;2017-05-18;1;0.5;2017;0;0;NA;0;0;NA;3;1.5
164073;2015;2016-03-01;364;0.997260273972603;2017-02-28;"Completed";"Infrastructure";411490;412620.467032967;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;1;1.00274725274725;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;4.01098901098901;2016;0;0;NA;4;4.01098901098901
183398;2018;2019-03-01;365;1;2020-02-29;"Completed";"Infrastructure";775058;775058;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
142615;2012;2013-04-01;1095;3;2016-03-31;"Completed";"Careers";534863;178287.666666667;267431.5;89143.8333333333;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";2;0.666666666666667;9;3;16;5.33333333333333;2013-05-16;0;0;NA;0;0;NA;0;0;NA;1;0.333333333333333;2013;8;2.66666666666667;NA;0;0;NA;25;8.33333333333333
176241;2017;2018-02-01;1215;3.32876712328767;2021-05-31;"Completed";"Projects";308907;92799.2222222222;154453.5;46399.6111111111;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";2;0.60082304526749;0;0;5;1.50205761316872;2019-09-04;0;0;NA;0;0;NA;0;0;NA;1;0.300411522633745;2019;2;0.60082304526749;2019;0;0;NA;8;2.40329218106996
186558;2019;2019-02-01;27;0.073972602739726;2019-02-28;"Completed";"Science communication";939;12693.8888888889;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
151780;2013;2013-12-01;546;1.4958904109589;2015-05-31;"Completed";"Careers";126590;84625.1831501831;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;1;0.668498168498168;4;2.67399267399267;2014-06-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;2.00549450549451;NA;0;0;NA;7;4.67948717948718
180179;2017;2019-01-01;1276;3.4958904109589;2022-06-30;"Completed";"Programmes";238000;68079.9373040752;119000;34039.9686520376;"ETH Zurich - ETHZ";"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Methods of Epidemiology and Preventive Medicine";2;0.572100313479624;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206990;2021;2021-12-01;30;0.0821917808219178;2021-12-31;"Completed";"Science communication";2020;24576.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Social Medicine";"Public Health and Health Services";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
